coord_x,coord_y,coord_z,w,x,y,z
0.6691892432815989,0.13397999597924512,-2.7616477972074085e-05,1.0,0.0,0.0,0.0
0.6674861108259793,0.13468296551914472,-0.000981685159194872,0.9999998002211256,0.0005616950457632085,-0.00028757562354005974,-3.683266732270969e-05
0.6657829783703598,0.1353859350590443,-0.00193575384041767,0.9999992008845818,0.0011233898670968089,-0.0005751511321770506,-7.366531992864172e-05
0.6651869872782015,0.13566930944065608,-0.0029378405511468787,0.9999977421698987,0.0019691569780421955,-0.0006705742006609246,0.0004340577636432816
0.664590996186043,0.13595268382226783,-0.003939927261876087,0.9999953012450077,0.002814922154857131,-0.0007659966104984865,0.0009417804208782762
0.6645912335936424,0.13664411877670246,-0.004525437797297033,0.9999957055949109,0.002729416466471887,-0.00025510077358399555,0.0010363402357821173
0.6645914710012417,0.13733555373113707,-0.00511094833271798,0.9999958326785037,0.0026439100213081594,0.00025579513406164944,0.001130899763342491
0.6644793292509934,0.13719423775060002,-0.005656890901652761,0.9999921299949992,0.0032914296375754527,0.0008564343094747494,0.002042782239743187
0.6643671875007452,0.137052921770063,-0.0062028334705875425,0.999986815731745,0.003938943949399649,0.0014570721046647968,0.0029546614240114834
0.6643195622751712,0.13782432487079105,-0.00669172249457658,0.9999862288806378,0.003830640553095109,0.0020374602241127865,0.002952456243334443
0.6642719370495971,0.1385957279715191,-0.007180611518565617,0.9999852934491291,0.0037223358214859598,0.002617847633332293,0.0029502500334748468
0.6640521269009587,0.1386126540922565,-0.007785088826534276,0.9999827561240026,0.00347993762089003,0.0030867474183821995,0.003584617019071394
0.6638323167523204,0.13862958021299393,-0.008389566134502936,0.9999795377588135,0.003237537050276297,0.0035556451011972004,0.004218981563358045
0.6635596520933198,0.13932818576483025,-0.008915212443630943,0.9999773449181821,0.003171362753238577,0.0041287651315436835,0.004266779483267755
0.6632869874343192,0.1400267913166666,-0.009440858752758949,0.9999748169500869,0.0031051873933660218,0.004701883778196232,0.0043145759732300835
0.6632161521887296,0.14000352865272622,-0.010073190995768836,0.9999682086779176,0.003451594572754288,0.005125483609307915,0.005039597816580153
0.66314531694314,0.13998026598878585,-0.010705523238778724,0.9999607752968869,0.003797998904110744,0.005549079211203202,0.005764615501581208
0.6630500897491889,0.14068067339886037,-0.011297289631595788,0.9999588673343677,0.0036270963224524747,0.006010372865399247,0.005743102789862013
0.6629548625552378,0.1413810808089349,-0.011889056024412852,0.999956716915857,0.0034561928613467954,0.006471665062284438,0.005721588685635859
0.6630099902076422,0.14131187281494745,-0.01268117172225764,0.9999529236577701,0.003290844039335696,0.006488198511405631,0.006420599182574497
0.6630651178600465,0.14124266482095996,-0.01347328742010243,0.9999486141803346,0.003125493518447254,0.006504728611035534,0.007119606364919567
0.6629784361152784,0.1419282259626884,-0.014083725187058424,0.9999464734816248,0.0029514507741237126,0.0069344684828294145,0.00708888262355827
0.6628917543705102,0.1426137871044168,-0.014694162954014418,0.9999441168787074,0.002777407392535421,0.007364206857362229,0.007058157351595461
0.6629526654423767,0.1425230480997144,-0.015443040582508855,0.9999382233216354,0.002668632845497155,0.0075820627956896995,0.00767725620710626
0.6630135765142434,0.14243230909501198,-0.01619191821100329,0.9999318871806675,0.0025598571172919995,0.0077999153781109646,0.008296351664577178
0.6629971498939329,0.14301912157847382,-0.016915340968014267,0.9999311112977776,0.0024878666954502994,0.008025752638747692,0.008195759432708782
0.6629807232736222,0.14360593406193567,-0.017638763725025246,0.9999302691149672,0.0024158761086518717,0.008251589367241,0.008095166657424753
0.6630046743137685,0.1434849161040345,-0.01834671310329624,0.9999218992862162,0.0029284304529459057,0.008460975338850544,0.008719605452288686
0.6630286253539149,0.14336389814613332,-0.01905466248156723,0.9999128329635628,0.003440982757446676,0.008670355416982073,0.009344038173526236
0.6630039639657614,0.14401661931931722,-0.019682703787601674,0.9999108029625892,0.0032853958225581973,0.009078884894262252,0.009228550377827303
0.662979302577608,0.14466934049250113,-0.020310745093636114,0.9999085685346715,0.0031298082159863785,0.009487412515408172,0.009113060695395728
0.6630638467010774,0.1444792325064222,-0.021047650714498906,0.9999017167702526,0.0029919109365769848,0.009660670951387465,0.00970961923137667
0.6631483908245468,0.14428912452034323,-0.021784556335361697,0.999894460082456,0.0028540124455538277,0.00983392547515074,0.010306173835319342
0.6631768376876115,0.14490358076264745,-0.022474113699244392,0.9998935464856363,0.0027166020656951744,0.01012067833672892,0.010153208340121239
0.6632052845506762,0.14551803700495167,-0.023163671063127087,0.9998925083939775,0.002579191347597577,0.010407429938200733,0.01000024158076652
0.6632795284076134,0.1453611512389703,-0.023972305517629244,0.9998873849180149,0.002394958044727458,0.010365144665450247,0.010585151573867121
0.6633537722645505,0.14520426547298892,-0.024780939972131405,0.9998818836087028,0.0022107238368604025,0.010322855475961349,0.011170057567094003
0.6633444022902852,0.1457776050132209,-0.025522748499619243,0.9998800198397408,0.00213116714866838,0.01066117494548675,0.011033739196003823
0.6633350323160199,0.14635094455345285,-0.02626455702710708,0.9998780167119995,0.002051610163443867,0.010999492929105546,0.010897419287080707
0.6633857912710432,0.1462351688023274,-0.027128213976861104,0.9998693520238737,0.002446667439567592,0.011042598679316217,0.011547887954362665
0.6634365502260666,0.14611939305120195,-0.027991870926615123,0.9998601062987483,0.002841723293901255,0.011085698012530116,0.012198349911017722
0.6634622816229325,0.14668722950808083,-0.028659222961892904,0.9998569483336464,0.0027606901357120554,0.011464677915218107,0.012125288417306411
0.6634880130197985,0.14725506596495969,-0.02932657499717068,0.9998536348507008,0.002679656548124854,0.011843656034689022,0.012052225037626606
0.663304769794543,0.1471278363724448,-0.029938072462723342,0.9998406649053885,0.002559576966314524,0.012396149112332791,0.012586852445665982
0.6631215265692875,0.14700060677992993,-0.030549569928276007,0.9998270893941879,0.002439495834264687,0.012948634682095245,0.013121472230322204
0.663011376370652,0.1474960876615282,-0.03118365881133691,0.999822746943757,0.0023508962486948207,0.013326926797951525,0.01308972890438143
0.6629012261720164,0.14799156854312645,-0.03181774769439782,0.9998182525389581,0.0022622963058326695,0.013705216888364053,0.013057983589046545
0.6629401863652629,0.14788622252635153,-0.03254354895036732,0.9998068651592191,0.0021627844822453297,0.014064678884309031,0.013555056313406238
0.6629791465585092,0.14778087650957658,-0.03326935020633682,0.999795091527598,0.002063271823117041,0.01442413544669591,0.014052123801088532
0.6628938185198467,0.14820836230550682,-0.033949385876605724,0.999790698796044,0.001981505245644428,0.014773751301260987,0.014013154904161653
0.6628084904811842,0.14863584810143704,-0.03462942154687463,0.9997861756369043,0.0018997384096747659,0.015123365228517961,0.013974184179150194
0.6628646293121946,0.14857840431822472,-0.0352367091223051,0.999772685816261,0.0019501494590581897,0.01554860602642948,0.014457332515441405
0.662920768143205,0.14852096053501243,-0.03584399669773558,0.9997587791051042,0.0020005596952579557,0.01597384034080085,0.014940474823237475
0.6628952568206238,0.14893105435895262,-0.036555738435742,0.9997553479336393,0.0019130569208576464,0.016211207161115997,0.014925858557713825
0.6628697454980426,0.14934114818289282,-0.03726748017374842,0.9997518525527361,0.001825554023590968,0.01644857294026392,0.014911241333574654
0.6628859296868266,0.1492991671717586,-0.03791056769326804,0.9997400321388121,0.0017168326163607148,0.01680910964682685,0.015309293182097602
0.6629021138756107,0.14925718616062436,-0.03855365521278766,0.9997279114109229,0.0016081106934075795,0.017169641304066757,0.01570734043183047
0.6628991888838569,0.14963714248357568,-0.039254239000991134,0.99972315596721,0.0015404791137498776,0.017424997414939993,0.01573555884457446
0.6628962638921031,0.150017098806527,-0.0399548227891946,0.9997183299433752,0.0014728474253348633,0.017680352295614217,0.015763776146393235
0.6628470340027992,0.15003030089466152,-0.04057182733958292,0.999706703067263,0.001357049155526342,0.018044069262200004,0.016095894645334747
0.6627978041134952,0.15004350298279603,-0.041188831889971245,0.9996948201291225,0.0012412505381271142,0.018407781607029272,0.016428009021519637
0.6628227862660702,0.15037043792145705,-0.041698304986169325,0.999688022688838,0.0011457776570818353,0.018802613124681667,0.01640140926034058
0.6628477684186451,0.15069737286011803,-0.042207778082367406,0.9996810595395166,0.001050304586111592,0.019197441525598793,0.016374806780451612
0.6629875217944731,0.15064141686603416,-0.04281593151033773,0.9996701444302276,0.0009728837210886052,0.019460268611454706,0.01673181931779005
0.663127275170301,0.15058546087195032,-0.04342408493830805,0.9996590267386247,0.0008954626589115506,0.019723091753703553,0.017088828464439376
0.6625817253184093,0.15048288453851405,-0.044187893279148724,0.9996586369733396,0.00035375952662650015,0.019586040446611955,0.017287897455330117
0.6620361754665176,0.1503803082050778,-0.0449517016199894,0.9996578954742048,-0.00018794373013024046,0.019448982248094476,0.017486960363405694
