,0
1958,"[-0.07793005562422398, -0.0907347524147878, -0.40512245904674865], [-0.09198128385482338 + -0.051826893570931454*i + -0.9935034163977974*j + -0.042477972281062946*k]"
1959,"[-0.07721021857860241, -0.09061754229647237, -0.4041722977417136], [-0.09282074758339441 + -0.05093796630310271*i + -0.9934128231422226*j + -0.043824596102679934*k]"
1960,"[-0.07649038153298084, -0.09050033217815692, -0.4032221364366786], [-0.09365990347252284 + -0.050048870099819766*i + -0.9933189352390857*j + -0.04517107458029154*k]"
1961,"[-0.07667420286658294, -0.0914027871395087, -0.40282415044912023], [-0.09378842030993909 + -0.049412028591859655*i + -0.9933178468650906*j + -0.045627171131944894*k]"
1962,"[-0.07685802420018505, -0.09230524210086047, -0.4024261644615619], [-0.0939168780504339 + -0.04877515594893895*i + -0.9933161325926473*j + -0.04608323893351014*k]"
1963,"[-0.07674558634825838, -0.09273864215049485, -0.40265055206084244], [-0.09425829106118057 + -0.048187125151904625*i + -0.9932877735171325*j + -0.046613029478871866*k]"
1964,"[-0.07663314849633172, -0.09317204220012923, -0.402874939660123], [-0.09459963396022363 + -0.04759905851206646*i + -0.9932586756090205*j + -0.04714278535228196*k]"
1965,"[-0.0766001070343781, -0.09379115320312528, -0.40276661810034653], [-0.09482594428869451 + -0.04705266593629437*i + -0.9932503237841773*j + -0.04741182574708404*k]"
1966,"[-0.07656706557242447, -0.09441026420612132, -0.40265829654057], [-0.09505221458035276 + -0.04650625349424217*i + -0.9932415525954413*j + -0.047680846123963824*k]"
1967,"[-0.07656097256690204, -0.09509625948418834, -0.402465614242282], [-0.09525048100606469 + -0.04594863837973896*i + -0.9932338755316068*j + -0.04798475795110113*k]"
1968,"[-0.07655487956137962, -0.09578225476225535, -0.40227293194399405], [-0.09544870526767223 + -0.04539100292535751*i + -0.9932257587973751*j + -0.04828864853704024*k]"
1969,"[-0.07659705945629083, -0.09651141467286023, -0.4020323830692045], [-0.09569810925705685 + -0.044830536875170565*i + -0.9932076748795392*j + -0.04868890436729863*k]"
1970,"[-0.07663923935120204, -0.09724057458346512, -0.40179183419441505], [-0.09594746187030853 + -0.04427004675742741*i + -0.9931890577519048*j + -0.049089134058611913*k]"
1971,"[-0.0766782140896071, -0.09795764422749503, -0.4015676256078683], [-0.09619656142653507 + -0.04371758236844661*i + -0.9931699710477845*j + -0.04948134164017513*k]"
1972,"[-0.07671718882801215, -0.09867471387152493, -0.4013434170213215], [-0.09644561082023936 + -0.043165095182557414*i + -0.9931503664466622*j + -0.049873523419268255*k]"
1973,"[-0.0768085363467631, -0.09949300638502208, -0.4009265823337465], [-0.09665331007126306 + -0.042588633904734434*i + -0.993133123333064*j + -0.05030850080363889*k]"
1974,"[-0.07689988386551407, -0.10031129889851922, -0.40050974764617153], [-0.09686095471807328 + -0.042012148566495364*i + -0.9931153191496691*j + -0.05074344976626056*k]"
1975,"[-0.07697873819992647, -0.10113511303290566, -0.40009523877158903], [-0.09706463412197942 + -0.04141066345825756*i + -0.9930985954989053*j + -0.05117414750452465*k]"
1976,"[-0.07705759253433887, -0.1019589271672921, -0.39968072989700654], [-0.0972682563499767 + -0.04080915395707435*i + -0.9930812868635557*j + -0.051604815098664464*k]"
1977,"[-0.07715579281291737, -0.10280644861190233, -0.3992102646271567], [-0.09751642995580086 + -0.04019803608850977*i + -0.9930543971181713*j + -0.05213087518512972*k]"
1978,"[-0.07725399309149586, -0.10365397005651257, -0.3987397993573068], [-0.09776453407946595 + -0.039586889578142576*i + -0.9930267998041895*j + -0.052656898127436146*k]"
1979,"[-0.07741786319480902, -0.10458762594442539, -0.39783607060960735], [-0.09796022382594043 + -0.0389174855877822*i + -0.9930080992732806*j + -0.053142625463585336*k]"
1980,"[-0.07758173329812218, -0.10552128183233822, -0.39693234186190796], [-0.0981558427788207 + -0.03824805347265266*i + -0.9929886811183232*j + -0.05362831439478488*k]"
1981,"[-0.07734741197316913, -0.10606755278324667, -0.3967257361039819], [-0.09823127284325804 + -0.037689006336013346*i + -0.9930010347111874*j + -0.053657253931865136*k]"
1982,"[-0.07711309064821607, -0.10661382373415514, -0.39651913034605585], [-0.09830667155094662 + -0.03712994716853428*i + -0.9930130713247123*j + -0.05368617634082536*k]"
1983,"[-0.0768760893587202, -0.10715109819905577, -0.3963238507372211], [-0.09839074683206703 + -0.03656696666649125*i + -0.9930244751476613*j + -0.0537076311556524*k]"
1984,"[-0.07663908806922434, -0.1076883726639564, -0.39612857112838634], [-0.09847479017495528 + -0.03600397429458943*i + -0.9930355566288532*j + -0.05372906853665716*k]"
1985,"[-0.07639905751015791, -0.10824637595632816, -0.3958913288378775], [-0.09852901339100821 + -0.03544152560673711*i + -0.9930492924653*j + -0.05374973969265637*k]"
1986,"[-0.07615902695109147, -0.10880437924869994, -0.3956540865473686], [-0.09858320508717128 + -0.03487906558097584*i + -0.9930627106206573*j + -0.05377039365386373*k]"
1987,"[-0.07587654860484357, -0.10927607285532989, -0.39548733700759353], [-0.09862047091640583 + -0.03431083703696862*i + -0.9930809724129235*j + -0.05373035835960295*k]"
1988,"[-0.07559407025859566, -0.10974776646195983, -0.3953205874678185], [-0.09865770457478103 + -0.03374259730046656*i + -0.9930989102534988*j + -0.05369030553802978*k]"
1989,"[-0.07540371664717405, -0.11039212402387097, -0.39502439298192216], [-0.09876129212171511 + -0.033145176738086035*i + -0.9931041992583723*j + -0.05377410020481342*k]"
1990,"[-0.07521336303575245, -0.11103648158578211, -0.39472819849602586], [-0.0988648426636594 + -0.03254774375649855*i + -0.9931091161558141*j + -0.05385787472291344*k]"
1991,"[-0.0750663098652194, -0.11136929608108567, -0.39473272803664433], [-0.09883330671601986 + -0.03228525290892839*i + -0.9931079735598202*j + -0.054094295263837223*k]"
1992,"[-0.07491925669468633, -0.11170211057638925, -0.3947372575772628], [-0.09880175833594709 + -0.032022758000133676*i + -0.9931067060388489*j + -0.05433070900013474*k]"
1993,"[-0.07477158476140895, -0.11198116108174107, -0.3946816711607058], [-0.09867681660025565 + -0.03191243768245644*i + -0.9930992472149405*j + -0.05475734989863417*k]"
1994,"[-0.07462391282813158, -0.11226021158709289, -0.3946260847441488], [-0.09855185415633624 + -0.03180211066766375*i + -0.9930915799801177*j + -0.05518397930580544*k]"
1995,"[-0.07447333033111161, -0.11257745555699135, -0.3945312996418319], [-0.09842393523566892 + -0.0316895845562173*i + -0.9930812188498025*j + -0.055661404681969236*k]"
1996,"[-0.07432274783409165, -0.11289469952688981, -0.39443651453951506], [-0.09829599101338507 + -0.031577050298401646*i + -0.9930706024303638*j + -0.0561388157493827*k]"
1997,"[-0.07430809724867019, -0.11311657364313282, -0.39359073364642294], [-0.09793333496276352 + -0.031577689656580546*i + -0.9931171517473406*j + -0.055948497068941824*k]"
1998,"[-0.0742934466632487, -0.11333844775937585, -0.39274495275333077], [-0.09757066227249872 + -0.03157832364946181*i + -0.9931635323259087*j + -0.0557581688824116*k]"
1999,"[-0.07399922815747918, -0.11375468349317319, -0.3928535571683577], [-0.09766780909470871 + -0.031075725327090378*i + -0.9931458752506086*j + -0.05618335015587354*k]"
2000,"[-0.07370500965170966, -0.11417091922697055, -0.39296216158338465], [-0.0977649126370439 + -0.030573113234025066*i + -0.9931277780791341*j + -0.05660850653261278*k]"
2001,"[-0.07472358815613758, -0.1167260753850837, -0.3905679585382329], [-0.0980048959955571 + -0.031461708320401065*i + -0.9929739753259385*j + -0.05837709821380892*k]"
2002,"[-0.0757421666605655, -0.11928123154319686, -0.38817375549308114], [-0.09824448745551632 + -0.032350177598797054*i + -0.9928162019031033*j + -0.060145456458704324*k]"
2003,"[-0.07671322679875164, -0.12170389000261947, -0.3855442874861894], [-0.09868023887135882 + -0.0327514278435741*i + -0.9926672039492598*j + -0.06165530499525217*k]"
2004,"[-0.07768428693693778, -0.12412654846204207, -0.38291481947929773], [-0.0991157285157585 + -0.033152591207850864*i + -0.9925155727232517*j + -0.06316498997728973*k]"
2005,"[-0.07845184025503439, -0.12626515783412667, -0.3812444167738843], [-0.0996193505452628 + -0.033621997473554995*i + -0.9922771884190843*j + -0.06581434209916111*k]"
2006,"[-0.079219393573131, -0.1284037672062113, -0.3795740140684709], [-0.10012222046150816 + -0.03409114989751097*i + -0.9920313125500161*j + -0.06846319733123095*k]"
2007,"[-0.08021172106844392, -0.1306956795658643, -0.3776762553523383], [-0.10074676235784376 + -0.034170660361297206*i + -0.9917998468059186*j + -0.07082033409015732*k]"
2008,"[-0.08120404856375683, -0.13298759192551732, -0.3757784966362057], [-0.10137069916463283 + -0.034249965594573814*i + -0.9915624242677218*j + -0.07317704549899964*k]"
2009,"[-0.0820943492449179, -0.13543612500064012, -0.3737584791454337], [-0.10173943499212824 + -0.0350905665694435*i + -0.9913259326144104*j + -0.07543629651227216*k]"
2010,"[-0.08298464992607897, -0.13788465807576294, -0.3717384616546616], [-0.10210756010632799 + -0.03593095690548314*i + -0.9910834903095405*j + -0.07769509470261261*k]"
2011,"[-0.08352451792178814, -0.14000508240034487, -0.369996482506837], [-0.10321067962038155 + -0.03536423709586331*i + -0.9908282325604003*j + -0.07972665745006369*k]"
2012,"[-0.08406438591749729, -0.14212550672492677, -0.36825450335901233], [-0.10431320769103139 + -0.03479731463333163*i + -0.9905672969218738*j + -0.08175776332807232*k]"
2013,"[-0.0850698257155166, -0.14484583751315894, -0.3662120356339437], [-0.10458672839759325 + -0.03567047823364315*i + -0.9903429634439294*j + -0.08372602930252411*k]"
2014,"[-0.08607526551353592, -0.1475661683013911, -0.3641695679088751], [-0.10485975110140537 + -0.03654347198452426*i + -0.9901139143244636*j + -0.0856938966050463*k]"
2015,"[-0.08684087331331078, -0.15022171088788983, -0.3628919862510731], [-0.10527217844818866 + -0.037595916487126166*i + -0.9898331872983953*j + -0.08794644296937541*k]"
2016,"[-0.08760648111308564, -0.15287725347438852, -0.3616144045932711], [-0.10568392884133007 + -0.038648119228866254*i + -0.989546095141569*j + -0.09019842379335248*k]"
2017,"[-0.08862258482067928, -0.15554543978510876, -0.35945865987545683], [-0.105932368528296 + -0.03952277465024753*i + -0.9893111824440423*j + -0.09208511211429354*k]"
2018,"[-0.08963868852827292, -0.15821362609582904, -0.35730291515764256], [-0.10618033771440348 + -0.040397254530388116*i + -0.9890718756999453*j + -0.09397139143725879*k]"
2019,"[-0.09047261190893631, -0.15818103057456329, -0.35730353258106684], [-0.10654139127693808 + -0.041387752681369384*i + -0.9889879561968515*j + -0.09401493695330955*k]"
2020,"[-0.0913065352895997, -0.1581484350532975, -0.35730415000449106], [-0.10690232547210059 + -0.04237820446213513*i + -0.988902928646529*j + -0.0940583771364392*k]"
2021,"[-0.09215501871820159, -0.15811970119764918, -0.35731728430584186], [-0.10728724521845762 + -0.043286028715027736*i + -0.9888201952592478*j + -0.0940765017365092*k]"
2022,"[-0.09300350214680346, -0.15809096734200087, -0.3573304186071926], [-0.10767205987895351 + -0.044193810570060346*i + -0.9887364933409778*j + -0.09409453419039558*k]"
2023,"[-0.09380521914581655, -0.1580807185743598, -0.35733830451082205], [-0.10799929178198171 + -0.045210797738312714*i + -0.9886532802733415*j + -0.0941107228067941*k]"
2024,"[-0.09460693614482962, -0.15807046980671868, -0.3573461904144515], [-0.10832639964457204 + -0.04622773298060283*i + -0.98856893170765*j + -0.0941268033341943*k]"
2025,"[-0.09546711452827289, -0.15801055020480387, -0.35733939931808084], [-0.1087018038605591 + -0.04719737886963481*i + -0.9884744984346391*j + -0.09420451798977332*k]"
2026,"[-0.09632729291171616, -0.15795063060288905, -0.3573326082217102], [-0.10907708892864175 + -0.04816697302568181*i + -0.9883789816960289*j + -0.09428212938790392*k]"
2027,"[-0.09717375188478425, -0.15791831682801144, -0.35733587967965197], [-0.10941326704922907 + -0.049162394055538496*i + -0.9882882891727671*j + -0.09432949426508647*k]"
2028,"[-0.09802021085785236, -0.15788600305313386, -0.3573391511375938], [-0.10974932324543543 + -0.050157760301413085*i + -0.9881964953530983*j + -0.09437675402644982*k]"
2029,"[-0.09887799307837133, -0.15788111771076863, -0.3573318516754913], [-0.1101734482814058 + -0.051168873014291856*i + -0.9880944042883633*j + -0.09440871751197591*k]"
2030,"[-0.0997357752988903, -0.15787623236840337, -0.3573245522133888], [-0.11059743960259273 + -0.05217992362477773*i + -0.9879911139979408*j + -0.09444056641598159*k]"
2031,"[-0.10053632995194373, -0.15786662432281098, -0.3573088587637929], [-0.11111708537635422 + -0.05317241546530607*i + -0.9878767008682554*j + -0.0944738665065651*k]"
2032,"[-0.10133688460499715, -0.1578570162772186, -0.357293165314197], [-0.11163659011241675 + -0.054164839815627135*i + -0.9877610338552788*j + -0.09450704668420547*k]"
2033,"[-0.10187251173622423, -0.16071458881886266, -0.3553126309146266], [-0.11200840236840423 + -0.05549184158253361*i + -0.987502220824643*j + -0.09599029733808852*k]"
2034,"[-0.10240813886745131, -0.16357216136050673, -0.35333209651505626], [-0.11237974797557605 + -0.056818612159622126*i + -0.987239293667459*j + -0.09747314807770066*k]"
2035,"[-0.103284404348837, -0.16360805574111825, -0.35333888733140506], [-0.11282446993343427 + -0.05781554157566189*i + -0.9871310057472727*j + -0.09746989088395631*k]"
2036,"[-0.10416066983022268, -0.16364395012172978, -0.3533456781477538], [-0.1132690561202701 + -0.05881240141747549*i + -0.9870215299306492*j + -0.09746651639662536*k]"
2037,"[-0.10503870865331923, -0.16367686025344777, -0.3533504924196027], [-0.11372567938678671 + -0.059802225788191096*i + -0.9869096539881186*j + -0.09746537079313931*k]"
2038,"[-0.10591674747641577, -0.16370977038516576, -0.35335530669145154], [-0.11418216609439258 + -0.060791978349911076*i + -0.9867965929895122*j + -0.09746410815570858*k]"
2039,"[-0.10677262584644073, -0.16373673378196446, -0.35336054483360957], [-0.11465213070884384 + -0.061765733403383406*i + -0.9866822040660381*j + -0.09745825403961146*k]"
2040,"[-0.1076285042164657, -0.16376369717876316, -0.35336578297576765], [-0.11512195978329581 + -0.0627394154383483*i + -0.9865666487019198*j + -0.09745228470985368*k]"
2041,"[-0.10855078291208378, -0.1638514164790837, -0.3533653783915497], [-0.11566317558222079 + -0.06373629865641242*i + -0.9864418065948702*j + -0.09742831338818075*k]"
2042,"[-0.10947306160770184, -0.16393913577940425, -0.35336497380733173], [-0.11620424068927716 + -0.06473309883558458*i + -0.9863156793012574*j + -0.09740421513194526*k]"
2043,"[-0.11040104431330636, -0.164018126546385, -0.35336470641653234], [-0.11673197071427585 + -0.06574155447610198*i + -0.9861874981068222*j + -0.0973956549648585*k]"
2044,"[-0.11132902701891088, -0.16409711731336576, -0.35336443902573295], [-0.11725954758862706 + -0.06674992386465625*i + -0.9860580230487354*j + -0.09738696701608922*k]"
2045,"[-0.112246351727966, -0.16420206927351172, -0.3533594011131692], [-0.11783459932861111 + -0.06774990145834557*i + -0.9859248913017552*j + -0.0973502273498752*k]"
2046,"[-0.11316367643702112, -0.16430702123365767, -0.35335436320060554], [-0.11840949202563901 + -0.06874978760907445*i + -0.9857904288385835*j + -0.09731335628873956*k]"
2047,"[-0.11409009143266231, -0.16437360899476905, -0.3533499700867684], [-0.11895038567540063 + -0.06974759166976917*i + -0.9856550761316952*j + -0.09731469621677309*k]"
2048,"[-0.11501650642830351, -0.16444019675588045, -0.3533455769729312], [-0.11949112391636031 + -0.0707453046051632*i + -0.9855184356654303*j + -0.09731590900305535*k]"
2049,"[-0.11593617387689034, -0.16455179704287642, -0.3533416589950922], [-0.12003202833573724 + -0.07178153950257037*i + -0.9853813704553457*j + -0.09727937869761716*k]"
2050,"[-0.11685584132547716, -0.16466339732987242, -0.3533377410172532], [-0.12057276633290485 + -0.07281767487618743*i + -0.9852429390320349*j + -0.09724271351610173*k]"
2051,"[-0.11775703190140334, -0.16476923768932153, -0.3533280992275455], [-0.12116479600886572 + -0.07383610910587374*i + -0.9850975537176717*j + -0.09721178354342865*k]"
2052,"[-0.11865822247732952, -0.16487507804877063, -0.3533184574378378], [-0.1217566548665796 + -0.0748544392413418*i + -0.9849507796118215*j + -0.09718071652148881*k]"
2053,"[-0.1195885532491959, -0.16495882845961476, -0.3533098367110111], [-0.1223163200162775 + -0.07587164888110698*i + -0.9848040471209856*j + -0.0971761263267134*k]"
2054,"[-0.12051888402106228, -0.1650425788704589, -0.35330121598418446], [-0.12287581765475065 + -0.07688875461525409*i + -0.9846559659488611*j + -0.09717140305000796*k]"
2055,"[-0.12143806006670768, -0.1651432497219124, -0.35329150670551285], [-0.12344692191873226 + -0.0779157662512931*i + -0.9845059349228712*j + -0.0971496522891759*k]"
2056,"[-0.12235723611235308, -0.1652439205733659, -0.35328179742684124], [-0.12401785287614983 + -0.07894266850174743*i + -0.9843545217535424*j + -0.09712776514039531*k]"
2057,"[-0.12379043313579474, -0.16772240876410083, -0.351773154373897], [-0.12405203234237651 + -0.07968031739446561*i + -0.9840638384899832*j + -0.09940071462521426*k]"
2058,"[-0.1252236301592364, -0.17020089695483578, -0.35026451132095276], [-0.12408549279182866 + -0.08041750445287342*i + -0.9837674515036094*j + -0.10167308797452082*k]"
2059,"[-0.1264513503466193, -0.17267366450741856, -0.34963197504526133], [-0.12430601655524837 + -0.08117879029622678*i + -0.9834396151499041*j + -0.10394489697919866*k]"
2060,"[-0.1276790705340022, -0.17514643206000136, -0.34899943876956985], [-0.1245258073134738 + -0.08193959744613792*i + -0.9831059796694457*j + -0.10621609304371867*k]"
2061,"[-0.12877627920040022, -0.17788191602956696, -0.3475310916173622], [-0.1247494092646666 + -0.08275669468906106*i + -0.982774460838345*j + -0.10836638545304891*k]"
2062,"[-0.12987348786679823, -0.18061739999913257, -0.34606274446515445], [-0.12497233116841688 + -0.08357334079975914*i + -0.9824375846010441*j + -0.11051608712384409*k]"
2063,"[-0.13120448725317924, -0.18318432812657254, -0.3444951760152205], [-0.1250443049128839 + -0.08429311272611668*i + -0.9821161749116721*j + -0.11272272145695258*k]"
2064,"[-0.13253548663956025, -0.18575125625401254, -0.34292760756528656], [-0.1251155914399711 + -0.0850124213951343*i + -0.9817893677169529*j + -0.1149287362895301*k]"
2065,"[-0.13382801638298075, -0.18836935905417085, -0.3422420286026295], [-0.12529114738263458 + -0.08570231162628127*i + -0.9814250856013291*j + -0.11731173650525623*k]"
2066,"[-0.13512054612640123, -0.19098746185432916, -0.3415564496399724], [-0.12546591171579385 + -0.0863916603765189*i + -0.9810546026850768*j + -0.11969399552667202*k]"
2067,"[-0.1363568430821081, -0.19367261712126713, -0.3405686643244368], [-0.12567828244042337 + -0.0871077152679824*i + -0.9806829938654225*j + -0.12197573859898984*k]"
2068,"[-0.13759314003781498, -0.1963577723882051, -0.33958087900890116], [-0.12588991137657776 + -0.08782325602527713*i + -0.9803055967796614*j + -0.12425676173628487*k]"
2069,"[-0.1388529591062211, -0.19896549240680905, -0.33838016515054226], [-0.1260517817303784 + -0.08856052759328238*i + -0.9799307297531228*j + -0.12650591353967972*k]"
2070,"[-0.14011277817462725, -0.20157321242541304, -0.3371794512921833], [-0.12621292489390837 + -0.08929728825733098*i + -0.979550209525314*j + -0.1287543355329264*k]"
2071,"[-0.14099800109423238, -0.2017197372233019, -0.33719670329497486], [-0.12657666451862587 + -0.09047518900400858*i + -0.9793991165780462*j + -0.12872435130996324*k]"
2072,"[-0.14188322401383754, -0.20186626202119073, -0.3372139552977665], [-0.1269402087741836 + -0.09165295010360575*i + -0.9792465119431133*j + -0.1286941684029184*k]"
2073,"[-0.1432151639016155, -0.20438779905737228, -0.33632828420740224], [-0.127040312120252 + -0.09236578811445474*i + -0.9788669819716411*j + -0.13095324313706636*k]"
2074,"[-0.14454710378939348, -0.20690933609355383, -0.33544261311703794], [-0.1271396830001099 + -0.09307809357923491*i + -0.9784818082247645*j + -0.13321156284452904*k]"
2075,"[-0.1460004387641709, -0.2094733430010961, -0.3340031395767935], [-0.12710076565450407 + -0.09376164917125844*i + -0.9781085550578403*j + -0.13549097031680174*k]"
2076,"[-0.14745377373894833, -0.21203734990863835, -0.3325636660365491], [-0.12706111064412354 + -0.09444466059137666*i + -0.9777296251648696*j + -0.1377695914294048*k]"
2077,"[-0.14831469590147967, -0.21221505528248374, -0.33266776598233916], [-0.12767942752034409 + -0.09543798038513172*i + -0.9775548225472197*j + -0.13775385512847982*k]"
2078,"[-0.149175618064011, -0.21239276065632917, -0.3327718659281293], [-0.1282975656704477 + -0.09643116658446226*i + -0.9773786515448507*j + -0.13773792599921827*k]"
2079,"[-0.1500546075382766, -0.2125280689127672, -0.3327726199761923], [-0.1289161067404875 + -0.09742296251850735*i + -0.9772082709341028*j + -0.13767134420413635*k]"
2080,"[-0.1509335970125422, -0.21266337716920525, -0.3327733740242553], [-0.12953446736472957 + -0.09841462208817846*i + -0.9770365225103601*j + -0.13760456970842014*k]"
2081,"[-0.1518285191069989, -0.21279627967344833, -0.3327701909711338], [-0.13017724924305676 + -0.09940237758768448*i + -0.9768582843353311*j + -0.13755342029502626*k]"
2082,"[-0.15272344120145562, -0.2129291821776914, -0.3327670079180124], [-0.13081984585122491 + -0.10038999161627749*i + -0.9766786558813496*j + -0.1375020751135992*k]"
2083,"[-0.1536075072854182, -0.2130555038043317, -0.3327626887459024], [-0.13145014014605766 + -0.10138373609519015*i + -0.9764987238625835*j + -0.13744977630286787*k]"
2084,"[-0.15449157336938077, -0.21318182543097194, -0.33275836957379246], [-0.13208024779356337 + -0.10237733661835409*i + -0.9763174053038227*j + -0.1373972823258681*k]"
2085,"[-0.155362524024298, -0.21329186783593118, -0.33275320392314833], [-0.1327135073572269 + -0.10336352545319094*i + -0.9761333419021878*j + -0.13735649019138943*k]"
2086,"[-0.15623347467921525, -0.21340191024089042, -0.33274803827250415], [-0.1333465799103819 + -0.10434956863544244*i + -0.9759479030023364*j + -0.1373155045038385*k]"
2087,"[-0.1570848244561886, -0.21350808217747902, -0.33275113961266845], [-0.1339526177664009 + -0.10533838543607876*i + -0.9757651442301636*j + -0.13726945782925135*k]"
2088,"[-0.15793617423316197, -0.2136142541140676, -0.33275424095283274], [-0.1345584706925779 + -0.10632705681058381*i + -0.9755810383540894*j + -0.13722322164572012*k]"
2089,"[-0.15876556314766094, -0.2137012864461007, -0.332753841039915], [-0.13513888026160015 + -0.10731317382443319*i + -0.9753996771988928*j + -0.137174470969141*k]"
2090,"[-0.1595949520621599, -0.2137883187781338, -0.33275344112699723], [-0.13571910812686658 + -0.10829914654815159*i + -0.9752170045500353*j + -0.13712553585181078*k]"
2091,"[-0.16042768385766326, -0.21388271647932558, -0.3327558583052773], [-0.13628651120713514 + -0.10929051437697294*i + -0.975035249232307*j + -0.13706871665225892*k]"
2092,"[-0.16126041565316662, -0.21397711418051735, -0.33275827548355735], [-0.13685373152448763 + -0.1102817356450457*i + -0.9748521863729602*j + -0.13701171364083797*k]"
2093,"[-0.16204181706134171, -0.2140389094768826, -0.3327706060143696], [-0.13738811339761503 + -0.11126545612385046*i + -0.9746705526135073*j + -0.13697378741451122*k]"
2094,"[-0.1628232184695168, -0.21410070477324786, -0.33278293654518176], [-0.13792231835618046 + -0.11224903332621776*i + -0.9744876637715755*j + -0.13693568480714965*k]"
2095,"[-0.1636265701062538, -0.2141675871515072, -0.33278998435852725], [-0.13848543290050674 + -0.11321872340531297*i + -0.9743011502177279*j + -0.13689621700121207*k]"
2096,"[-0.1644299217429908, -0.21423446952976655, -0.33279703217187273], [-0.13904836828043246 + -0.11418826700860718*i + -0.974113376169705*j + -0.1368565720869091*k]"
2097,"[-0.16521423363397875, -0.2142891934141317, -0.33280604760100296], [-0.13960387224143506 + -0.11515248317080835*i + -0.973925080099766*j + -0.13682325397189649*k]"
2098,"[-0.1659985455249667, -0.21434391729849683, -0.33281506303013314], [-0.14015919822663125 + -0.11611655252937345*i + -0.9737355424088121*j + -0.13678976142598473*k]"
2099,"[-0.16680207161280813, -0.21441230436104536, -0.3328216837561877], [-0.1407116688752514 + -0.11709792744849337*i + -0.9735439672856111*j + -0.13674957181432748*k]"
2100,"[-0.16760559770064956, -0.21448069142359388, -0.3328283044822422], [-0.14126395566482935 + -0.1180791493631542*i + -0.9733511200940536*j + -0.1367092035206498*k]"
2101,"[-0.16995690540407715, -0.21571965455221237, -0.3329756457886547], [-0.14248267702975956 + -0.11807753095083946*i + -0.973396168706524*j + -0.1351158102460516*k]"
2102,"[-0.17230821310750477, -0.21695861768083086, -0.33312298709506716], [-0.1437008247286716 + -0.11807543713289345*i + -0.9734372982158732*j + -0.1335218729660313*k]"
2103,"[-0.17464939366886484, -0.21822628073315603, -0.3332740271983825], [-0.14492513012335134 + -0.1180755855969762*i + -0.9734714991667639*j + -0.13193977055715217*k]"
2104,"[-0.17699057423022493, -0.2194939437854812, -0.33342506730169785], [-0.1461488553622343 + -0.11807526138778701*i + -0.9735018031735376*j + -0.1303571399747075*k]"
2105,"[-0.17931360528061088, -0.22066585921827175, -0.33358406227201376], [-0.1473790130163057 + -0.1180861270124326*i + -0.9735372976661262*j + -0.12868653069563904*k]"
2106,"[-0.18163663633099683, -0.22183777465106227, -0.3337430572423297], [-0.14860853611513092 + -0.11809648420531531*i + -0.9735686004954182*j + -0.12701536734369756*k]"
2107,"[-0.18393306884709232, -0.2230205559685627, -0.3339009749288918], [-0.14985283755290602 + -0.11811629991985426*i + -0.9735942716284364*j + -0.12532701633279184*k]"
2108,"[-0.18622950136318778, -0.22420333728606315, -0.33405889261545396], [-0.15109647965814524 + -0.11813559593839794*i + -0.9736156590762705*j + -0.12363811389969857*k]"
2109,"[-0.18859078879280844, -0.22536256344188696, -0.3342040519475167], [-0.15229905001272998 + -0.11813050082369307*i + -0.9736371013869255*j + -0.12198761799145572*k]"
2110,"[-0.1909520762224291, -0.22652178959771077, -0.3343492112795794], [-0.1535009851587516 + -0.11812491301053947*i + -0.9736544828539698*j + -0.12033661329750779*k]"
2111,"[-0.19331679729116708, -0.2277097883466196, -0.33448835304998875], [-0.15470392164901042 + -0.11811625082721802*i + -0.9736650223381204*j + -0.1187083492945891*k]"
2112,"[-0.19568151835990505, -0.22889778709552838, -0.3346274948203981], [-0.1559062240874158 + -0.11810710454609892*i + -0.9736715712698307*j + -0.1170795987671655*k]"
2113,"[-0.196789151799665, -0.22956374416656222, -0.33467026281044204], [-0.15769971809685132 + -0.1192043602134743*i + -0.9733682787835137*j + -0.11608321703110147*k]"
2114,"[-0.19789678523942497, -0.23022970123759604, -0.334713030800486], [-0.159492343913567 + -0.1203009596186892*i + -0.9730596275605831*j + -0.11508619621587395*k]"
2115,"[-0.1990902152908673, -0.23097514464028562, -0.3346968251943146], [-0.1613174746970118 + -0.12135966948528873*i + -0.9727394194633444*j + -0.11413380218811672*k]"
2116,"[-0.20028364534230964, -0.23172058804297518, -0.3346806195881432], [-0.1631417244359432 + -0.12241771653918834*i + -0.9724138986947407*j + -0.11318078481214255*k]"
2117,"[-0.20163541724540157, -0.23297863971231988, -0.3345037577005824], [-0.16490849030974036 + -0.12330868987158519*i + -0.9720800548790108*j + -0.11251899276270953*k]"
2118,"[-0.20298718914849354, -0.23423669138166459, -0.3343268958130215], [-0.16667451991403795 + -0.12419911266575796*i + -0.9717418710023522*j + -0.11185669834798082*k]"
2119,"[-0.204300321921996, -0.2353994552821887, -0.33418058002345363], [-0.16845813410376353 + -0.12512616609788663*i + -0.9713848707752464*j + -0.11125076377661575*k]"
2120,"[-0.2056134546954984, -0.23656221918271278, -0.3340342642338858], [-0.17024098428303755 + -0.1260526520436237*i + -0.971023465013212*j + -0.11064432464815865*k]"
2121,"[-0.2069001487772205, -0.23761216104300753, -0.333850141612346], [-0.1720344251935301 + -0.1269848081099642*i + -0.9706431035230836*j + -0.11014073107022515*k]"
2122,"[-0.20818684285894257, -0.2386621029033023, -0.33366601899080617], [-0.1738270947659001 + -0.12791639482384304*i + -0.9702583900317305*j + -0.1096366436623816*k]"
