,0
441,"[-0.7552079815426369, 0.02086850283222141, -0.002345014383733366], [0.8988169892430908 + 0.06552033826746533*i + -0.4280609985707158*j + 0.06781509141735365*k]"
442,"[-0.7552277756201933, 0.02074131880212005, -0.0024122594917665554], [0.8986531762507892 + 0.06489552430088999*i + -0.4285038880200828*j + 0.06778980521990734*k]"
443,"[-0.7552458385520029, 0.020615485372789906, -0.002475244284198751], [0.8984951185916944 + 0.0642653437751923*i + -0.42893543965251213*j + 0.06775600391448394*k]"
444,"[-0.7552639014838126, 0.02048965194345976, -0.002538229076630947], [0.8983365133096559 + 0.06363512408047074*i + -0.42936672985348423*j + 0.06772216131251754*k]"
445,"[-0.7552731898060308, 0.020359491170690656, -0.0025880686988325576], [0.898184901541258 + 0.06301598482047809*i + -0.429780100140041*j + 0.06768998318837537*k]"
446,"[-0.7552824781282488, 0.020229330397921554, -0.0026379083210341676], [0.898032770415425 + 0.06239680912275398*i + -0.43019322191486037*j + 0.06765776592385576*k]"
447,"[-0.7553012049567798, 0.02010650697426041, -0.0027010435372419508], [0.8978741887859155 + 0.06178579296634798*i + -0.4306184517455888*j + 0.06761808867297164*k]"
448,"[-0.7553199317853106, 0.019983683550599266, -0.0027641787534497344], [0.8977150855960421 + 0.061174740919590014*i + -0.4310434314371338*j + 0.06757837214385082*k]"
449,"[-0.7553023364207566, 0.01981948779221733, -0.0027855320487946266], [0.8975539846792354 + 0.060615894015735534*i + -0.4314517343451571*j + 0.06761626216862344*k]"
450,"[-0.7552847410562026, 0.019655292033835398, -0.002806885344139519], [0.8973924292318586 + 0.060057016415368814*i + -0.4318598187615842*j + 0.06765411795182541*k]"
451,"[-0.7552712704645498, 0.01949646301683595, -0.0028314332636043453], [0.8972313378372009 + 0.05949155282653388*i + -0.4322680549000603*j + 0.06768316081620776*k]"
452,"[-0.755257799872897, 0.019337633999836505, -0.0028559811830691723], [0.8970697859836538 + 0.0589260587066495*i + -0.43267606919868296*j + 0.06771216894560955*k]"
453,"[-0.7552348118881114, 0.01916906642321456, -0.002866488506486603], [0.8969172475163022 + 0.0583393697611659*i + -0.43306640289000603*j + 0.06774555137838438*k]"
454,"[-0.7552118239033258, 0.01900049884659261, -0.0028769958299040338], [0.8967642418028882 + 0.057752650423981304*i + -0.43345651097682425*j + 0.06777889851933909*k]"
455,"[-0.7551899070713761, 0.01883304632413728, -0.0028919869972732675], [0.896603198568353 + 0.057192690761556524*i + -0.4338571204199698*j + 0.06782108448958392*k]"
456,"[-0.7551679902394265, 0.018665593801681944, -0.0029069781646425008], [0.896441705456592 + 0.056632702402279994*i + -0.4342575121721256*j + 0.06786323643010256*k]"
457,"[-0.7550541574877518, 0.01861280444283795, -0.002871418072976109], [0.8962673807044815 + 0.05610166308252249*i + -0.4346900448624578*j + 0.06783767818828762*k]"
458,"[-0.7549403247360772, 0.018560015083993953, -0.002835857981309717], [0.8960926077024973 + 0.05557059570466096*i + -0.4351223601514186*j + 0.06781208601883977*k]"
459,"[-0.7551783693451111, 0.018778505876844865, -0.003083583677097744], [0.8960689734290865 + 0.05542610210995887*i + -0.4352354536049234*j + 0.06751623499541601*k]"
460,"[-0.755416413954145, 0.018996996669695777, -0.003331309372885771], [0.8960452300548559 + 0.05528160176685531*i + -0.43534849406636367*j + 0.0672203757515574*k]"
461,"[-0.7553180253708913, 0.018917739214068557, -0.003290904739712416], [0.895885042065783 + 0.054779322402430594*i + -0.4357423019293818*j + 0.06721505448338418*k]"
462,"[-0.7552196367876375, 0.01883848175844134, -0.0032505001065390618], [0.8957244661067938 + 0.05427701931539848*i + -0.4361359210908406*j + 0.06720970410721402*k]"
463,"[-0.7554602437111796, 0.019061566598952116, -0.0035019143237385634], [0.8957020764194168 + 0.054143874852667834*i + -0.4362437521288064*j + 0.06691501955812597*k]"
464,"[-0.7557008506347217, 0.01928465143946289, -0.003753328540938065], [0.8956795822078512 + 0.05401072407160352*i + -0.4363515322591932*j + 0.06662032720037216*k]"
465,"[-0.7559417009964648, 0.01950528389582026, -0.004012343283692477], [0.8956435407026263 + 0.053886114446206515*i + -0.43648470375200843*j + 0.06633278268001996*k]"
466,"[-0.7561825513582081, 0.01972591635217763, -0.004271358026446889], [0.8956073941894243 + 0.0537614985030373*i + -0.43661782407002725*j + 0.06604523038261025*k]"
467,"[-0.7561755506874988, 0.019578140340532225, -0.004293345415365154], [0.8954687884813657 + 0.05324724639739186*i + -0.4369677643686156*j + 0.06602690746585645*k]"
468,"[-0.7561685500167894, 0.01943036432888682, -0.004315332804283419], [0.8953298188004254 + 0.05273297264883272*i + -0.4373175270569753*j + 0.06600855771175881*k]"
469,"[-0.7563382155817733, 0.019724622382571513, -0.004518873526101114], [0.895291997204615 + 0.05263756838691794*i + -0.43745540364808133*j + 0.06568330042543943*k]"
470,"[-0.7565078811467572, 0.02001888043625621, -0.004722414247918807], [0.895254054444728 + 0.05254215700131346*i + -0.4375932210362902*j + 0.06535803424989012*k]"
471,"[-0.756636799207453, 0.0200523384868257, -0.0048756114438070625], [0.8952504743854522 + 0.05241216139497965*i + -0.43765508266612346*j + 0.06509671318152677*k]"
472,"[-0.7567657172681489, 0.020085796537395194, -0.005028808639695318], [0.8952468146245008 + 0.05228216112253597*i + -0.43771690533273433*j + 0.06483538631778296*k]"
473,"[-0.7566325521061035, 0.019971225203685748, -0.004943712051856797], [0.8951064552792166 + 0.051817485255631984*i + -0.4380574140842233*j + 0.06484661830119892*k]"
474,"[-0.7564993869440582, 0.0198566538699763, -0.004858615464018276], [0.8949657811278796 + 0.051352791164685586*i + -0.4383977687723328*j + 0.06485782747826843*k]"
475,"[-0.7567206069400176, 0.01994273095598201, -0.004917017145353626], [0.8949426714552243 + 0.0512243469390458*i + -0.43848995719351036*j + 0.06465476416852868*k]"
476,"[-0.7569418269359772, 0.02002880804198772, -0.0049754188266889765], [0.8949195020313737 + 0.05109589929339259*i + -0.43858211633873556*j + 0.06445169654208849*k]"
477,"[-0.757064625396848, 0.02014698408440511, -0.005088232287366792], [0.89491213510388 + 0.0509700497772764*i + -0.438642216475049*j + 0.06424430243510143*k]"
478,"[-0.7571874238577189, 0.0202651601268225, -0.005201045748044606], [0.8949047122294204 + 0.05084419707468018*i + -0.4387022891888924*j + 0.0640369043117717*k]"
479,"[-0.7573197971715011, 0.020316384422604927, -0.005350985859207949], [0.8949018283467058 + 0.050724716262144906*i + -0.4387585718978173*j + 0.06378586338708511*k]"
480,"[-0.7574521704852832, 0.020367608718387352, -0.005500925970371291], [0.8948988724483145 + 0.05060523136762582*i + -0.43881481929840493*j + 0.0635348173293415*k]"
481,"[-0.7572618290946762, 0.02022199134567188, -0.005390231500425075], [0.894738450117599 + 0.05010480404923447*i + -0.43918931507988945*j + 0.06360314467070179*k]"
482,"[-0.7570714877040692, 0.02007637397295641, -0.00527953703047886], [0.8945776510317224 + 0.049604355632785334*i + -0.43956362592817794*j + 0.06367144523014269*k]"
483,"[-0.757036599961606, 0.0199449426480842, -0.005241586822977619], [0.8945036410567629 + 0.04918814163552408*i + -0.4397655623950496*j + 0.06363971236581177*k]"
484,"[-0.7570017122191429, 0.01981351132321199, -0.0052036366154763775], [0.8944294338465422 + 0.04877191679243111*i + -0.43996740189498723*j + 0.06360796546912287*k]"
485,"[-0.7569611360456627, 0.019669894018665066, -0.0051687187574942966], [0.8943378357645831 + 0.048360406356047575*i + -0.4402001003181833*j + 0.06360014384308277*k]"
486,"[-0.7569205598721825, 0.019526276714118142, -0.005133800899512216], [0.8942460302492073 + 0.04794888470291358*i + -0.44043269664102386*j + 0.06359230746557555*k]"
487,"[-0.7568766793979406, 0.0193806789402959, -0.005093488627562445], [0.8941600412321322 + 0.04754475826867341*i + -0.44065182657768526*j + 0.06358682535458711*k]"
488,"[-0.7568327989236986, 0.019235081166473655, -0.005053176355612675], [0.8940738566083661 + 0.04714062143352915*i + -0.4408708601172347*j + 0.06358132933332768*k]"
489,"[-0.7567882062212643, 0.01909395159187798, -0.0050067699628856144], [0.8939980630112376 + 0.04673636144295549*i + -0.44106940042042136*j + 0.06356854461129895*k]"
490,"[-0.7567436135188301, 0.0189528220172823, -0.004960363570158553], [0.893922082789769 + 0.04633209169604905*i + -0.44126784864926344*j + 0.06355574661917694*k]"
491,"[-0.7566884232143211, 0.018799951348534582, -0.004901756811962137], [0.8938475113649356 + 0.045916184958204674*i + -0.4414615978526721*j + 0.06356089998545397*k]"
492,"[-0.756633232909812, 0.018647080679786862, -0.00484315005376572], [0.8937727467755228 + 0.04550026829766045*i + -0.44165525165418856*j + 0.06356603961592668*k]"
493,"[-0.7565878193329176, 0.01850420102574962, -0.004796287408560184], [0.8936868133763723 + 0.04506468598052779*i + -0.44187478001691416*j + 0.06355888969817758*k]"
494,"[-0.7565424057560232, 0.018361321371712376, -0.004749424763354647], [0.8936006607019329 + 0.044629092606309026*i + -0.44209419996109905*j + 0.0635517241855985*k]"
495,"[-0.7564995924867479, 0.0182236986422981, -0.004704761918403272], [0.8935151453319337 + 0.04421462308229184*i + -0.44230977822055206*j + 0.06354378221848703*k]"
496,"[-0.7564567792174727, 0.01808607591288382, -0.004660099073451897], [0.8934294283537111 + 0.04380014358191146*i + -0.4425252566794711*j + 0.06353582591367896*k]"
497,"[-0.7563416953628519, 0.017764089395118116, -0.004576812773947129], [0.893309370610058 + 0.0431609605888352*i + -0.44279866434196413*j + 0.06375611906541705*k]"
498,"[-0.7562266115082311, 0.017442102877352414, -0.004493526474442361], [0.8931888248965337 + 0.042521754019102215*i + -0.4430718301258714*j + 0.0639763773904017*k]"
499,"[-0.7562004690581977, 0.017240516239959494, -0.004496224415633269], [0.8930315898929494 + 0.04196248156386398*i + -0.443432893946873*j + 0.0640390362214701*k]"
500,"[-0.7561743266081643, 0.01703892960256657, -0.0044989223568241785], [0.8928739335555093 + 0.04140318931065403*i + -0.4437937485554648*j + 0.06410166483880994*k]"
501,"[-0.7571807491117654, 0.018484550830042298, -0.005670151601518588], [0.892518688597484 + 0.04287415105415562*i + -0.4445443901612642*j + 0.06286877485495139*k]"
502,"[-0.7581871716153664, 0.019930172057518025, -0.0068413808462129974], [0.8921595402911182 + 0.04434492529150356*i + -0.44529308759308756*j + 0.061635609920292246*k]"
503,"[-0.7593391659401596, 0.02131896327285286, -0.008272867454021645], [0.8918682288188051 + 0.04585968405085442*i + -0.44589412473455486*j + 0.060385274111895135*k]"
504,"[-0.7604911602649528, 0.0227077544881877, -0.009704354061830293], [0.8915730787975845 + 0.047374245432796364*i + -0.4464932427736816*j + 0.05913467840879554*k]"
505,"[-0.7619439672154851, 0.024177844650618383, -0.011458136470854894], [0.8913453968912552 + 0.048842877984731796*i + -0.44692007783134174*j + 0.058139493824479596*k]"
506,"[-0.7633967741660173, 0.025647934813049063, -0.013211918879879493], [0.8911147010777137 + 0.050311345384187925*i + -0.44734540171763043*j + 0.05714411265302653*k]"
507,"[-0.7640508780687624, 0.026844044527181483, -0.01424255405998381], [0.8906970604988464 + 0.0518487175427353*i + -0.44817125555637755*j + 0.05579410901616784*k]"
508,"[-0.7647049819715075, 0.028040154241313904, -0.015273189240088126], [0.8902749285968061 + 0.053385828255099764*i + -0.4489948494999989*j + 0.05444382403856396*k]"
509,"[-0.765221483957998, 0.029469505153863505, -0.0164301058598779], [0.8897782921531967 + 0.05482478718383818*i + -0.4499812585074509*j + 0.052968863639291666*k]"
510,"[-0.7657379859444887, 0.03089885606641311, -0.017587022479667667], [0.8892767923936857 + 0.056263446453367484*i + -0.4509652080246802*j + 0.051493613724845656*k]"
511,"[-0.766480122974635, 0.03208018667170466, -0.018774629482637948], [0.888801243976646 + 0.05753857103266929*i + -0.4519047670569942*j + 0.050037416602467785*k]"
512,"[-0.7672222600047811, 0.033261517276996215, -0.01996223648560823], [0.888321380100511 + 0.05881341624090655*i + -0.4528421319243581*j + 0.04858097652990725*k]"
513,"[-0.7678999422289339, 0.0344172387184232, -0.021101682231640793], [0.8878159317320998 + 0.06005009402009391*i + -0.4538224310614724*j + 0.04713871695640873*k]"
514,"[-0.7685776244530865, 0.03557296015985019, -0.022241127977673362], [0.887306198809229 + 0.061286482000586597*i + -0.45480054007465304*j + 0.04569622989386351*k]"
515,"[-0.76916747930461, 0.03680258155891314, -0.0233611978346838], [0.8868046702921949 + 0.0625474841567447*i + -0.4557452839607871*j + 0.04428910838022022*k]"
516,"[-0.7697573341561336, 0.038032202957976095, -0.024481267691694245], [0.8862989612101121 + 0.06380819145222501*i + -0.45668787937740024*j + 0.042881778079338066*k]"
517,"[-0.7703095973208016, 0.03933444007332704, -0.02567612369140851], [0.8858037523554158 + 0.06515437587846397*i + -0.45758908831873774*j + 0.041458966081892014*k]"
518,"[-0.7708618604854696, 0.040636677188677986, -0.026870979691122773], [0.8853042083631109 + 0.06650024143815433*i + -0.4584880578118219*j + 0.040035951183608615*k]"
519,"[-0.7714354270964485, 0.04199755728985895, -0.027931483931803204], [0.8847974390615522 + 0.06786439252389863*i + -0.45939285730387464*j + 0.03855021031930937*k]"
520,"[-0.7720089937074274, 0.04335843739103991, -0.02899198817248363], [0.8842861185288872 + 0.06922819452801064*i + -0.4602952937657356*j + 0.03706427116000089*k]"
521,"[-0.7728426141327573, 0.04470381220101245, -0.03026354626157414], [0.8838224035637791 + 0.07062728239349816*i + -0.4610819432618252*j + 0.03568175357732148*k]"
522,"[-0.7736762345580872, 0.04604918701098499, -0.03153510435066465], [0.883354532290608 + 0.07202603812354526*i + -0.4618664244505822*j + 0.034299068195817906*k]"
523,"[-0.7742487544450324, 0.04743593381161974, -0.032781158330577376], [0.8828860304669509 + 0.07334445298531825*i + -0.462659305374047*j + 0.032851416611752886*k]"
524,"[-0.7748212743319776, 0.0488226806122545, -0.03402721231049011], [0.8824133949117687 + 0.07466252444345019*i + -0.4634500200956577*j + 0.031403611215155086*k]"
525,"[-0.7754799285781931, 0.050210703732624, -0.03526868138218417], [0.8819419351835002 + 0.07606388336750265*i + -0.46421094784351413*j + 0.030015071448591175*k]"
526,"[-0.7761385828244087, 0.05159872685299351, -0.03651015045387823], [0.8814663363828174 + 0.07746488531349478*i + -0.4649696969868026*j + 0.02862639081725002*k]"
527,"[-0.7769062887688856, 0.05326969492050529, -0.0381123790619599], [0.881086656821031 + 0.07889925863061996*i + -0.4655251046406433*j + 0.02734203922159713*k]"
528,"[-0.7776739947133625, 0.054940662988017065, -0.03971460767004156], [0.8807033122735074 + 0.08033330375680578*i + -0.46607857588691765*j + 0.026057573893449263*k]"
529,"[-0.7787688834305646, 0.056651992064386564, -0.041485163558279324], [0.8803641438807779 + 0.08173928267363707*i + -0.4665343492304921*j + 0.02496727508451148*k]"
530,"[-0.7798637721477667, 0.058363321140756055, -0.043255719446517085], [0.8800219045201908 + 0.08314497645992149*i + -0.46698849516568*j + 0.023876889182409117*k]"
531,"[-0.7808398207365468, 0.05995273735704357, -0.044823941783945304], [0.8795943748169269 + 0.08463501320385447*i + -0.46758387151591846*j + 0.02271504850507749*k]"
532,"[-0.7818158693253268, 0.06154215357333107, -0.046392164121373515], [0.8791632323223477 + 0.08612470232318976*i + -0.4681773273411985*j + 0.021553114529366157*k]"
533,"[-0.782326633656713, 0.0629761990501234, -0.04764956447994026], [0.8785847555056256 + 0.08757503292339032*i + -0.4690515284112706*j + 0.0202510418654978*k]"
534,"[-0.782837397988099, 0.06441024452691572, -0.048906964838507004], [0.8780019756311588 + 0.08902493460603761*i + -0.4699234322006315*j + 0.018948870017797725*k]"
535,"[-0.7832135120572296, 0.06555977557995081, -0.049866414084555624], [0.8773120900644406 + 0.09014917292205994*i + -0.4710450438100609*j + 0.017697173509050198*k]"
536,"[-0.7835896261263601, 0.0667093066329859, -0.05082586333060425], [0.8766181999096225 + 0.09127299974220847*i + -0.4721645052822719*j + 0.016445396219596196*k]"
537,"[-0.7838810110757517, 0.0678183794940449, -0.051719495671765876], [0.8758985569724698 + 0.09239796634534501*i + -0.47332244810054697*j + 0.015172140023568268*k]"
538,"[-0.7841723960251432, 0.06892745235510389, -0.0526131280129275], [0.8751747575036255 + 0.09352249447866984*i + -0.4744781447914136*j + 0.013898811828927791*k]"
539,"[-0.7846245023796219, 0.07013198283937833, -0.053666415820244256], [0.8744920416804687 + 0.09477071832256262*i + -0.4755234005463342*j + 0.012636277893488855*k]"
540,"[-0.7850766087341007, 0.07133651332365276, -0.05471970362756102], [0.8738052063743669 + 0.09601849572859295*i + -0.4765664162459482*j + 0.011373684432143693*k]"
541,"[-0.785497684427468, 0.07249565843332964, -0.055846925061562955], [0.8731182838474916 + 0.09727006771974152*i + -0.47759986556421874*j + 0.010068006259834778*k]"
542,"[-0.7859187601208354, 0.07365480354300653, -0.056974146495564884], [0.8724271606542647 + 0.09852117173409008*i + -0.4786310170979601*j + 0.008762279649260504*k]"
543,"[-0.7862423798857785, 0.07490508192238482, -0.057987441112096194], [0.8717094921740802 + 0.09974380092642139*i + -0.4797062432071321*j + 0.00746027200960799*k]"
544,"[-0.7865659996507215, 0.07615536030176309, -0.0590007357286275], [0.8709875861351194 + 0.10096594524366208*i + -0.48077913736578715*j + 0.006158228104041873*k]"
545,"[-0.7869470905975311, 0.0772868557540216, -0.059995257566620455], [0.8702821003589248 + 0.10217788381041572*i + -0.4818142811795395*j + 0.004872812978886112*k]"
546,"[-0.7873281815443408, 0.0784183512062801, -0.06098977940461342], [0.8695725326811639 + 0.10338934313019438*i + -0.48284716513011866*j + 0.003587374998678037*k]"
547,"[-0.7879625830947956, 0.07978269141135405, -0.06234986059180254], [0.8689586847467874 + 0.10487003536565087*i + -0.4836400478152731*j + 0.0023203522967509818*k]"
548,"[-0.7885969846452503, 0.081147031616428, -0.06370994177899166], [0.8683406629707392 + 0.10635022388219481*i + -0.4844306074475354*j + 0.0010533184495493824*k]"
549,"[-0.7893511697657812, 0.08249830990900915, -0.06502627123959318], [0.8677180458160481 + 0.10781658424217547*i + -0.48522255259334296*j + -0.0002271174349187429*k]"
550,"[-0.7901053548863122, 0.0838495882015903, -0.06634260070019471], [0.8670912596596827 + 0.10928242659112433*i + -0.4860121664592562*j + -0.0015075522281879808*k]"
551,"[-0.7909633459887382, 0.0852677220913543, -0.06786384960000244], [0.8664963508436224 + 0.11083014210534263*i + -0.4867172870292733*j + -0.002652561490234022*k]"
552,"[-0.7918213370911641, 0.08668585598111832, -0.06938509849981017], [0.8658974929002218 + 0.11237735250220651*i + -0.48742018934581094*j + -0.0037975586630161063*k]"
553,"[-0.7926986966047647, 0.08814218223099883, -0.07090640745523742], [0.8653015218185072 + 0.11392597935340772*i + -0.48810853561476913*j + -0.004919860460226625*k]"
554,"[-0.7935760561183652, 0.08959850848087934, -0.07242771641066467], [0.8647016682945137 + 0.11547409504054906*i + -0.4887946918341694*j + -0.006042140182965097*k]"
555,"[-0.7940392983176328, 0.09083727759731139, -0.07339120521116418], [0.8639312946216307 + 0.1169633349192675*i + -0.48978596395691054*j + -0.007211516397851082*k]"
556,"[-0.7945025405169002, 0.09207604671374343, -0.07435469401166371], [0.8631564618778108 + 0.11845197110668469*i + -0.4907747081120102*j + -0.008380855391417062*k]"
557,"[-0.7948763002082333, 0.09304025169959057, -0.07513133317340556], [0.8623297865169424 + 0.11965835504641166*i + -0.49191577476152154*j + -0.009385515116575522*k]"
558,"[-0.7952500598995663, 0.09400445668543772, -0.0759079723351474], [0.8614992736776076 + 0.12086420649106773*i + -0.49305465232256296*j + -0.010390133074984513*k]"
559,"[-0.7955783485320145, 0.09503771300058571, -0.0767960658158679], [0.8606506573531779 + 0.1220959960116519*i + -0.4942095881025637*j + -0.011397226985532213*k]"
560,"[-0.7959066371644625, 0.0960709693157337, -0.07768415929658838], [0.8597980944550084 + 0.12332722565251314*i + -0.4953622576499581*j + -0.012404268633299024*k]"
561,"[-0.7962980274250955, 0.09725392573844499, -0.07875483885343026], [0.8589675268703258 + 0.12470990067213754*i + -0.49642884190650943*j + -0.013439991814863652*k]"
562,"[-0.7966894176857283, 0.0984368821611563, -0.07982551841027216], [0.858132825970661 + 0.12609197559305652*i + -0.4974930373687168*j + -0.014475650323762794*k]"
563,"[-0.7969227234401346, 0.09958763986337599, -0.08074693830465222], [0.8572456406202399 + 0.1274707451915434*i + -0.4986381571649288*j + -0.015527684214676171*k]"
564,"[-0.797156029194541, 0.10073839756559567, -0.08166835819903229], [0.8563540780208965 + 0.12884886390170192*i + -0.4997807308258995*j + -0.016579638818468363*k]"
565,"[-0.7973485671519688, 0.10179481851031391, -0.08248327221945681], [0.8554353552974289 + 0.1300756010605361*i + -0.5010004689535293*j + -0.01758468152244383*k]"
566,"[-0.7975411051093966, 0.10285123945503215, -0.08329818623988135], [0.8545124864435197 + 0.1313017077679798*i + -0.5022177788283606*j + -0.018589638996854126*k]"
567,"[-0.7978092678881517, 0.10380502266476357, -0.0842071663407879], [0.8536159747993672 + 0.13250437221083217*i + -0.5033877240518899*j + -0.019574426842122735*k]"
568,"[-0.7980774306669068, 0.10475880587449501, -0.08511614644169445], [0.8527155461557973 + 0.13370642862904103*i + -0.5045553593732149*j + -0.020559124865948443*k]"
569,"[-0.7983722938210995, 0.10600826507989597, -0.08608839778868443], [0.8518125353403908 + 0.13515146117692012*i + -0.5056522441974636*j + -0.021570700424132352*k]"
570,"[-0.7986671569752922, 0.10725772428529694, -0.0870606491356744], [0.850905154736027 + 0.13659580039928665*i + -0.5067465350312492*j + -0.02258216532485983*k]"
571,"[-0.7989188708140107, 0.10828557801974958, -0.08799690082033712], [0.8499921089004471 + 0.1378384230700596*i + -0.5078975373264588*j + -0.023538808598740184*k]"
572,"[-0.7991705846527293, 0.10931343175420223, -0.08893315250499982], [0.849075138025335 + 0.139080409239324*i + -0.5090461942847043*j + -0.024495343176606392*k]"
573,"[-0.7995144909409934, 0.11042951457742395, -0.09001306350392146], [0.8481753297105301 + 0.140488196489674*i + -0.5101112039789153*j + -0.025460484926522566*k]"
574,"[-0.7998583972292574, 0.11154559740064567, -0.09109297450284312], [0.847271401584068 + 0.14189530135173792*i + -0.5111737359282416*j + -0.026425503008137004*k]"
575,"[-0.8001998799474095, 0.11260938236030157, -0.09211587593373913], [0.8463576292795454 + 0.14325335469120914*i + -0.5122562884742552*j + -0.027399537379361995*k]"
576,"[-0.8005413626655616, 0.1136731673199575, -0.09313877736463515], [0.8454397944993078 + 0.14461072042150153*i + -0.5133363822148423*j + -0.028373440234131825*k]"
577,"[-0.8007575617131222, 0.11447773913702183, -0.09399717592643778], [0.8444365809265308 + 0.14554723519640003*i + -0.5146827793650052*j + -0.029060277784423334*k]"
578,"[-0.8009737607606827, 0.11528231095408616, -0.0948555744882404], [0.8434298477180159 + 0.14648314332627377*i + -0.5160270313026739*j + -0.029746994210648747*k]"
579,"[-0.8011127010563485, 0.1159786609223604, -0.09573225968213761], [0.8424173892107848 + 0.1471365455025881*i + -0.5174628807710511*j + -0.030264605680151307*k]"
580,"[-0.8012516413520142, 0.11667501089063463, -0.09660894487603482], [0.841401745024726 + 0.14778939126852464*i + -0.5188967734059579*j + -0.0307821027012643*k]"
581,"[-0.8013862008918814, 0.1173354252722838, -0.09753987209539595], [0.8403914657256414 + 0.14825177620653268*i + -0.5203778835281415*j + -0.031152103009077614*k]"
582,"[-0.8015207604317486, 0.11799583965393295, -0.0984707993147571], [0.8393781903876889 + 0.14871363261932144*i + -0.5218571384763636*j + -0.031521992258038915*k]"
583,"[-0.8017729811484873, 0.11861864937067576, -0.09936696477656407], [0.8383623306081364 + 0.1491828735021925*i + -0.5233314118781976*j + -0.031895238084935384*k]"
584,"[-0.8020252018652261, 0.11924145908741855, -0.10026313023837104], [0.8373434821066067 + 0.1496515825551896*i + -0.5248038196283501*j + -0.032268370206819656*k]"
585,"[-0.8021691269487443, 0.11994644205181598, -0.1011992102659627], [0.8363038644640917 + 0.15022029412452756*i + -0.526273316753134*j + -0.03265127239820571*k]"
586,"[-0.8023130520322626, 0.12065142501621343, -0.10213529029355435], [0.835261143905444 + 0.1507884483354771*i + -0.5277408612599354*j + -0.03303405344443845*k]"
587,"[-0.8024532403168059, 0.12134158717671495, -0.10310081305157504], [0.8342206716201022 + 0.151280436712564*i + -0.5292246411107924*j + -0.03333736268684955*k]"
588,"[-0.8025934286013491, 0.12203174933721649, -0.10406633580959572], [0.8331771809289276 + 0.15177187772158857*i + -0.53070650610291*j + -0.0336405513068721*k]"
589,"[-0.8027457105105568, 0.12265132169277415, -0.10512825449209097], [0.8321886550895015 + 0.15194704480485044*i + -0.5321982974449446*j + -0.03375070535710155*k]"
590,"[-0.8028979924197645, 0.1232708940483318, -0.10619017317458622], [0.8311974284299247 + 0.1521217187527662*i + -0.5336883615681844*j + -0.03386074987136874*k]"
591,"[-0.8030381336618322, 0.12388647731567479, -0.10725913206883142], [0.8302016358035667 + 0.15230679995770496*i + -0.5351764632854838*j + -0.03397110155656956*k]"
592,"[-0.8031782749038998, 0.12450206058301777, -0.10832809096307662], [0.8292031429611473 + 0.15249138578748453*i + -0.5366628243508506*j + -0.03408134275136649*k]"
593,"[-0.8033219889919443, 0.1251086735397976, -0.10939119847628459], [0.8282079511695025 + 0.15265323990597887*i + -0.5381438730733*j + -0.03420160580280443*k]"
594,"[-0.8034657030799888, 0.1257152864965774, -0.11045430598949257], [0.827210088761707 + 0.1528146017831136*i + -0.5396231865120967*j + -0.03432175856870272*k]"
595,"[-0.8035024166820245, 0.12635208924266272, -0.111521615496596], [0.8262144911135987 + 0.15298806182173114*i + -0.5410907690541492*j + -0.034424515367927754*k]"
596,"[-0.8035391302840602, 0.12698889198874805, -0.11258892500369942], [0.8252162614265891 + 0.1531610344923172*i + -0.5425566278646905*j + -0.034527162502332606*k]"
597,"[-0.8035725467175163, 0.12760627104979858, -0.11367095787412243], [0.8242239781986067 + 0.1533015006261672*i + -0.5440165298171804*j + -0.03463378341880337*k]"
598,"[-0.8036059631509724, 0.1282236501108491, -0.11475299074454544], [0.8232291011060573 + 0.15344148431429736*i + -0.545474719728723*j + -0.03474029534142535*k]"
599,"[-0.8036758272576797, 0.12883942643177695, -0.11583842925729299], [0.8222254325327852 + 0.15358781073265224*i + -0.5469380875537677*j + -0.034854710924816415*k]"
600,"[-0.803745691364387, 0.1294552027527048, -0.11692386777004055], [0.8212191465706562 + 0.15373364823518376*i + -0.5483997143117049*j + -0.03496901555526396*k]"
601,"[-0.8039239389838309, 0.1300571828573207, -0.11886376044211565], [0.8202997564026143 + 0.15263074053939843*i + -0.5500959610354808*j + -0.03473615322192787*k]"
602,"[-0.8041021866032747, 0.13065916296193658, -0.12080365311419075], [0.8193762703454263 + 0.15152707073367866*i + -0.5517894610412933*j + -0.03450311744536953*k]"
603,"[-0.8040671031586721, 0.1312477460359168, -0.1226731629845772], [0.8184247502923127 + 0.15040085524553493*i + -0.5535234564809023*j + -0.0342387788306164*k]"
604,"[-0.8040320197140697, 0.131836329109897, -0.12454267285496366], [0.8174689332090416 + 0.14927385009773042*i + -0.5552545457193188*j + -0.03397426044971477*k]"
605,"[-0.8038824050966986, 0.13237344818105462, -0.12610340296666364], [0.816379416538895 + 0.1481749439197309*i + -0.5571627135265116*j + -0.03374233100679613*k]"
606,"[-0.8037327904793277, 0.13291056725221226, -0.1276641330783636], [0.8152849284960779 + 0.1470751354249266*i + -0.5590674884707404*j + -0.03351019608870405*k]"
607,"[-0.8035213717608221, 0.13345011450883054, -0.12910686844728847], [0.8141374112293018 + 0.1460057147283345*i + -0.5610287482769764*j + -0.03330691385115235*k]"
608,"[-0.8033099530423164, 0.1339896617654488, -0.13054960381621333], [0.812984725557553 + 0.14493536714071437*i + -0.562986446493077*j + -0.033103420170646665*k]"
609,"[-0.8030479042570478, 0.13445561934711442, -0.1317868144681817], [0.8117338130159389 + 0.14402141571560184*i + -0.5650277379452022*j + -0.0330106645556617*k]"
