coord_x,coord_y,coord_z,w,x,y,z
-0.011241881471593398,-0.08371096385724397,0.19369263801058645,1.0,0.0,0.0,0.0
-0.013215049721345566,-0.08332414024209417,0.19399361493032147,0.9999966125198589,0.0006534336334255088,-0.0024843829620426385,0.0004193025060698216
-0.015188217971097734,-0.08293731662694435,0.19429459185005651,0.9999864501023861,0.0013068628398641043,-0.004968749092489384,0.0008386021713818185
-0.0171613862208499,-0.08255049301179454,0.19459556876979156,0.9999694990790821,0.001960724782032668,-0.007454760502915007,0.0012581795193332757
-0.01913455447060207,-0.08216366939664474,0.19489654568952658,0.99994576414204,0.002614573422407729,-0.009940721339345886,0.0016777483316430617
-0.021107722720354237,-0.08177684578149494,0.1951975226092616,0.9999152234533871,0.0032688284532609254,-0.012428227289967663,0.00209757792108033
-0.023080890970106405,-0.08139002216634512,0.19549849952899664,0.9998778904154976,0.0039230612792072175,-0.014915648816572119,0.0025173932618278525
-0.025054059219858572,-0.08100319855119531,0.1957994764487317,0.9998337357449049,0.0045776740553003644,-0.017404514930083315,0.00293745241317925
-0.02702722746961074,-0.08061637493604551,0.1961004533684667,0.9997827808333941,0.005232255696930542,-0.019893262669018464,0.0033574915858248077
-0.029000395719362908,-0.08022955132089571,0.19640143028820173,0.9997249896801186,0.005887190758865452,-0.022383354127252102,0.0037777575451123286
-0.030973563969115075,-0.0798427277057459,0.19670240720793677,0.9996603909408148,0.006542085732218033,-0.024873293166960256,0.004197997779915869
-0.03294673221886724,-0.07945590409059608,0.19700338412767182,0.9995889426296383,0.007197307512137311,-0.027364474739382756,0.004618447723564205
-0.03491990046861941,-0.07906908047544628,0.19730436104740684,0.9995106799364917,0.007852480226685363,-0.02985546976313977,0.005038866182403581
-0.03689306871837158,-0.07868225686029648,0.19760533796714186,0.9994255556268151,0.00850795305582496,-0.03234760583556607,0.005459477222086527
-0.038866236968123746,-0.07829543324514666,0.1979063148868769,0.9993336106908333,0.009163367822042218,-0.034839521150248055,0.005880051003312608
-0.040839405217875914,-0.07790860962999685,0.19820729180661195,0.9992347933851831,0.0098190559383389,-0.03733247575376559,0.006300800190834712
-0.04281257346762808,-0.07752178601484705,0.19850826872634697,0.9991291497627761,0.010474676975319959,-0.039825175318821196,0.00672150633416119
-0.04478574171738025,-0.07713496239969725,0.198809245646082,0.9990166243147133,0.011130544531070341,-0.0423188121589098,0.007142370666372482
-0.04675890996713242,-0.07674813878454743,0.19911022256581704,0.9988972674154427,0.011786335974201548,-0.04481215961552531,0.007563186157798218
-0.048732078216884585,-0.07636131516939762,0.19941119948555208,0.9987710205368742,0.012442347043769262,-0.047306342101360255,0.007984142581539825
-0.05070524646663675,-0.07597449155424782,0.1997121764052871,0.9986379376306,0.01309827295244688,-0.049800200801804355,0.008405044358301524
-0.05267841471638892,-0.07558766793909802,0.20001315332502212,0.9984979578984828,0.013754391540014394,-0.0522947920757291,0.008826069775379957
-0.05465158296614109,-0.0752008443239482,0.20031413024475717,0.9983511381219036,0.014410415905406553,-0.054789025112864174,0.009247034730932946
-0.056624751215893256,-0.07481402070879839,0.2006151071644922,0.9981974159843394,0.015066605952768184,-0.05728388808001971,0.009668106003120793
-0.05859791946564542,-0.07442719709364859,0.20091608408422723,0.9980368503469205,0.01572269270561713,-0.0597783583169663,0.010089110992145644
-0.06057108771539759,-0.07404037347849879,0.20121706100396225,0.9978693781286352,0.016378918100009673,-0.06227335567506357,0.010510204946206424
-0.06254425596514976,-0.07365354986334897,0.2015180379236973,0.9976950595179219,0.01703503111847074,-0.0647679257750045,0.010931226789639164
