,0
1585,"[-0.8527364718018435, 0.06041761722446582, -0.4139066467021576], [0.22249183526576516 + 0.46123432254862434*i + 0.24233874901811187*j + -0.8240341095291625*k]"
1586,"[-0.8530316859587345, 0.061642281312049026, -0.41358900842247703], [0.22179281893629607 + 0.4608858809438598*i + 0.24175914648663838*j + -0.824587572853815*k]"
1587,"[-0.85348692671729, 0.062001174301644355, -0.4131913120357002], [0.22033050611264196 + 0.46100413927124917*i + 0.24145823542999598*j + -0.8250015589039539*k]"
1588,"[-0.8537886019598031, 0.06321011615650592, -0.412875352303545], [0.21959579691572104 + 0.46068004905125476*i + 0.24089507354048256*j + -0.8255429376640613*k]"
1589,"[-0.8542827617736278, 0.0636552265621246, -0.41251339511535434], [0.21812385211940416 + 0.4608014354182097*i + 0.24057706794041522*j + -0.8259580477447401*k]"
1590,"[-0.8545835844134836, 0.06485150228040285, -0.41218476343064453], [0.2173770314591164 + 0.46049473831301313*i + 0.24008351883994758*j + -0.8264694344992323*k]"
1591,"[-0.8550727414822188, 0.06530027637758189, -0.4118118496690644], [0.21595888998503485 + 0.4605592791294408*i + 0.23976613118906306*j + -0.8268972793393569*k]"
1592,"[-0.8553552930420526, 0.0664790009320872, -0.41149544547291333], [0.2151755904574904 + 0.4602929503152582*i + 0.23929111411482276*j + -0.8273872296978196*k]"
1593,"[-0.8558309405611847, 0.06695020014986601, -0.4111191396582984], [0.2137705835685796 + 0.4602963323051805*i + 0.2389815887356854*j + -0.827838887895776*k]"
1594,"[-0.8561359315389229, 0.06810205540991521, -0.4108370126346567], [0.21294526644598297 + 0.4599988870017212*i + 0.23852665377926938*j + -0.8283479781422127*k]"
1595,"[-0.8566904157508278, 0.0686519225470892, -0.41039235304913574], [0.21166588814235557 + 0.4600741409718674*i + 0.2381335270352933*j + -0.8287471025033133*k]"
1596,"[-0.8570570540689344, 0.06977211906905699, -0.41008229079306163], [0.21079461390609566 + 0.4598215961161136*i + 0.23765700074795104*j + -0.8292459710417037*k]"
1597,"[-0.8575851151067745, 0.07048823907053228, -0.4095750005751418], [0.20967361190645153 + 0.45981853389490546*i + 0.2371316299151754*j + -0.8296821574859945*k]"
1598,"[-0.857957344335342, 0.07118408318750918, -0.4094391381548155], [0.2084243393048457 + 0.4594787107674143*i + 0.23676516423811353*j + -0.8302896278649713*k]"
1599,"[-0.8584669885566986, 0.07189921648397257, -0.40897769665903844], [0.20720943110828507 + 0.45953159939825683*i + 0.23636920310074305*j + -0.8306771699281137*k]"
1600,"[-0.8587854468467911, 0.07298590818584309, -0.40864901705142], [0.2063781615189602 + 0.45928931836858333*i + 0.23594783842165487*j + -0.8311377707845582*k]"
1601,"[-0.8597040557121258, 0.07277094527489847, -0.4084830351648182], [0.20563409835224766 + 0.45840112503613184*i + 0.23475493419146629*j + -0.8321497143142135*k]"
1602,"[-0.8607647123914254, 0.07253110877363317, -0.4080082324636974], [0.20496591705500583 + 0.4577668051749493*i + 0.2334192858478036*j + -0.8330389918365297*k]"
1603,"[-0.861784469249751, 0.0723782131524658, -0.40773554254279537], [0.20432680340711187 + 0.4569946012403265*i + 0.23215223145414732*j + -0.8339735207292175*k]"
1604,"[-0.8627754392640152, 0.07223059419068018, -0.4074530644414073], [0.2036896897206837 + 0.4562314594980995*i + 0.23088976255245383*j + -0.8348971692455288*k]"
1605,"[-0.8638241313967647, 0.0721047849664789, -0.40718830970103864], [0.2030343311489978 + 0.45545960721639417*i + 0.22960699632415052*j + -0.8358314625617826*k]"
1606,"[-0.8648338320425136, 0.07195840513794029, -0.40691719017614686], [0.20239628418887012 + 0.45469056741672076*i + 0.2283241558455017*j + -0.8367558257378539*k]"
1607,"[-0.865822202657494, 0.07182017508566295, -0.4066245379613269], [0.20176584958828012 + 0.4539247268166117*i + 0.22706397425731717*j + -0.8376663034400132*k]"
1608,"[-0.8668373597152643, 0.07169161890755138, -0.4063429680995697], [0.2011319469358274 + 0.45315581652983733*i + 0.22578673609279765*j + -0.8385798087669064*k]"
1609,"[-0.8678502558998249, 0.07155201211858533, -0.4060619061111971], [0.20049910981056562 + 0.45238603366337016*i + 0.22450499091507056*j + -0.8394906149360569*k]"
1610,"[-0.8688639733625804, 0.07124838795202383, -0.40565650928400904], [0.19979844603218003 + 0.45172645409048473*i + 0.22329465005585053*j + -0.8403352253085661*k]"
1611,"[-0.8697336261141102, 0.07132193395829317, -0.4053122674173539], [0.1994147595514456 + 0.4508343000935512*i + 0.22197320163978687*j + -0.8412550655336226*k]"
1612,"[-0.8707149598481635, 0.07086770086408893, -0.40492223560821144], [0.19850598274171075 + 0.4501542675620473*i + 0.22085519186380834*j + -0.8421279560958802*k]"
1613,"[-0.8716053787390425, 0.07097536605649732, -0.4045814571239513], [0.19814044946459186 + 0.44923721173013237*i + 0.21949190176753577*j + -0.8430596627412417*k]"
1614,"[-0.8726449175925077, 0.07068552926515305, -0.404043691760843], [0.19745169211021893 + 0.44861634295093733*i + 0.2182249052535272*j + -0.8438803806507338*k]"
1615,"[-0.8734464166552641, 0.07062761646077709, -0.40384694210492905], [0.19690883908168602 + 0.44759078281919323*i + 0.21701579090264753*j + -0.8448630342994674*k]"
1616,"[-0.8744620172767339, 0.0703749011929929, -0.4033280876202178], [0.1963119089278179 + 0.4469411200483338*i + 0.21570242277155854*j + -0.8456818163077275*k]"
1617,"[-0.875419646188723, 0.07015649428211218, -0.40314980328305466], [0.19562640352356955 + 0.4460352040595082*i + 0.21445005687663438*j + -0.8466369234150107*k]"
1618,"[-0.8764275868268194, 0.06992231308860158, -0.40268944118697103], [0.1950358479738219 + 0.44534686918824334*i + 0.2131472916694796*j + -0.8474641090708962*k]"
1619,"[-0.8774464773571311, 0.06975169922369402, -0.402432492897896], [0.19442635443145023 + 0.44457909029294473*i + 0.21179450740008646*j + -0.8483459859113784*k]"
1620,"[-0.8784756639945653, 0.06957674514513315, -0.40217558696058886], [0.19381596749590865 + 0.4438040519861164*i + 0.21044107239092047*j + -0.8492278193955312*k]"
1621,"[-0.8794914791751279, 0.06938945274445689, -0.40191664634576496], [0.1932054116332613 + 0.443013572625033*i + 0.20909274833908492*j + -0.8501122666904853*k]"
1622,"[-0.8805018649316719, 0.06921713270355735, -0.4016574270564752], [0.19258460098336003 + 0.4422395260185953*i + 0.2077345814850995*j + -0.8509886701632042*k]"
1623,"[-0.8815105422867828, 0.06903882582755676, -0.4014009301381068], [0.19197044442897906 + 0.44147275609572545*i + 0.20636624357633615*j + -0.8518580442791959*k]"
1624,"[-0.8825135360761655, 0.06887480879282777, -0.40112720366433635], [0.19136049396853808 + 0.44069611183777635*i + 0.2050193385545246*j + -0.8527222110264564*k]"
1625,"[-0.8835042242378891, 0.06872140646934115, -0.40085093446566156], [0.19075213863194887 + 0.4399193917024522*i + 0.20367196187242648*j + -0.8535820302457867*k]"
1626,"[-0.8844995302343963, 0.06855994548366011, -0.40058497731225506], [0.19013793416276933 + 0.43913945418980116*i + 0.20230920358745064*j + -0.8544443176181872*k]"
1627,"[-0.8854587111262137, 0.06841026048959542, -0.4002624535246204], [0.1895305753746835 + 0.4383647879368185*i + 0.20101703253497127*j + -0.8552816064467211*k]"
1628,"[-0.8863820553997027, 0.06842290827783253, -0.39999460044487245], [0.18903270434368807 + 0.43745985200366977*i + 0.19969025922749065*j + -0.8561654717068988*k]"
1629,"[-0.8874121343452861, 0.06829322678730868, -0.39972365287440237], [0.1883908601905481 + 0.43666879131662983*i + 0.19832920104472787*j + -0.8570267081600778*k]"
1630,"[-0.8884240599369062, 0.06816277491538204, -0.39945791239006423], [0.1877423065239885 + 0.435880013373993*i + 0.1969570601398091*j + -0.8578865640300145*k]"
1631,"[-0.8894783077690721, 0.0680542337145125, -0.3992210194931682], [0.18705628444950934 + 0.4350866181740379*i + 0.19555220965883888*j + -0.8587601029573794*k]"
1632,"[-0.8905427324250029, 0.06788242514807033, -0.3988327876731191], [0.1863726581855868 + 0.4343850624226665*i + 0.19412240347221654*j + -0.8595878909658189*k]"
1633,"[-0.8914817641824762, 0.06777187906892813, -0.39854774380297403], [0.18571426092991491 + 0.433636424258157*i + 0.19275245218157708*j + -0.860416269617122*k]"
1634,"[-0.8924407405753082, 0.0676457215722608, -0.39827085996537975], [0.1850591105121928 + 0.43287299871168483*i + 0.1913718347739659*j + -0.8612496231976162*k]"
1635,"[-0.8933899686924923, 0.06751377259969836, -0.39798110716952245], [0.1844281869781307 + 0.4321140275571614*i + 0.19000166541894442*j + -0.8620690680997178*k]"
1636,"[-0.8943246365016014, 0.0673935586104885, -0.3976833086016341], [0.1837955874858785 + 0.4313626083827831*i + 0.18863720223040037*j + -0.8628797645353665*k]"
1637,"[-0.8952794280044198, 0.06725710182376168, -0.3974085396623476], [0.18317135431622786 + 0.43061043440841545*i + 0.18723788054308557*j + -0.8636925869927841*k]"
1638,"[-0.8961960291068509, 0.06713048761487447, -0.39711342356957324], [0.18253880881972934 + 0.42986426308450437*i + 0.1858623209508429*j + -0.8644949370865375*k]"
1639,"[-0.897107031113203, 0.06700145514250833, -0.39679748239960877], [0.18193202187012464 + 0.4290994672593782*i + 0.1845171998769397*j + -0.8652905809989728*k]"
1640,"[-0.8979995642290903, 0.06687703814034361, -0.39648948523473854], [0.18131443538157382 + 0.4283487537720671*i + 0.18315520261000728*j + -0.8660811696492803*k]"
1641,"[-0.8989059805186418, 0.06674785872557379, -0.39616925356539023], [0.1807151286646356 + 0.42758088389719356*i + 0.18181057644017976*j + -0.8668688160799813*k]"
1642,"[-0.899886797012881, 0.06664295267621702, -0.3958890783741614], [0.18006672617144825 + 0.4268016692581079*i + 0.18041123171601559*j + -0.8676797201243668*k]"
1643,"[-0.9008487235307596, 0.06654532441413041, -0.395606642805352], [0.17941951100333564 + 0.42603765749317857*i + 0.1790069964349917*j + -0.8684797341886407*k]"
1644,"[-0.9018237438709051, 0.06643747806866682, -0.39533290022344225], [0.17877805776552624 + 0.4252708611629854*i + 0.1775880269646064*j + -0.8692787777152375*k]"
1645,"[-0.9028271209284896, 0.06634159091709978, -0.3950702073443931], [0.17813298184902948 + 0.4245025743544807*i + 0.17615254755787477*j + -0.8700784361957621*k]"
1646,"[-0.9037861031128702, 0.06641862320560624, -0.39481172449308416], [0.17763363253716138 + 0.42364972148166824*i + 0.1746316048931609*j + -0.870902410521751*k]"
1647,"[-0.9047852572848157, 0.06608595605031355, -0.39434351847062266], [0.17683798391246294 + 0.4230815063944105*i + 0.1733063144127627*j + -0.8716050067418593*k]"
1648,"[-0.9054942811780723, 0.06617463534427669, -0.393958005732883], [0.17646128384048426 + 0.42226722119147087*i + 0.17193272876408272*j + -0.8723479500705769*k]"
1649,"[-0.9063435818871665, 0.06584319158668431, -0.3934542994634659], [0.17578491629790594 + 0.42168709307528235*i + 0.17070258766466448*j + -0.8730064634929365*k]"
1650,"[-0.9070918655172244, 0.06593254516074022, -0.3930435644467016], [0.17536710008743545 + 0.4208643282379877*i + 0.16936899654951063*j + -0.873746954461944*k]"
1651,"[-0.9074182462504555, 0.06576929856658896, -0.3927728738111912], [0.17521739566877984 + 0.4207605448174335*i + 0.16941028225800983*j + -0.8738189654872731*k]"
1652,"[-0.9076098288334179, 0.06569788889949664, -0.3927055971595046], [0.1751043297766878 + 0.42039199211922956*i + 0.16950625736935238*j + -0.8740003863661145*k]"
1653,"[-0.9078089828860109, 0.06586198727837589, -0.3925124646701551], [0.1752511036329029 + 0.4200764866523087*i + 0.16944835539865427*j + -0.8741338861352955*k]"
1654,"[-0.9081281023587344, 0.06569587204211406, -0.39223022635535854], [0.1750954973246558 + 0.4199794044316991*i + 0.1695029461915838*j + -0.874201131263395*k]"
1655,"[-0.9084062318169323, 0.06568803353210685, -0.3920554280503381], [0.17507055557248466 + 0.41974716121475825*i + 0.16951610753194965*j + -0.8743151093918656*k]"
1656,"[-0.9086849377875305, 0.06568425021277693, -0.3918806191188804], [0.1750410895919679 + 0.4195156983670251*i + 0.16952894019143264*j + -0.87442960506587*k]"
1657,"[-0.9089614908279601, 0.0656697279860583, -0.3917060198883383], [0.17501857962678508 + 0.4192815342806645*i + 0.16953467864389665*j + -0.8745453015903667*k]"
1658,"[-0.9092400617037538, 0.06566187705799728, -0.39153411499828733], [0.17499080013061932 + 0.41905104250883385*i + 0.16954179455835705*j + -0.8746599473737421*k]"
1659,"[-0.9095290695218055, 0.06565185975603444, -0.3913654030837135], [0.17496647849447394 + 0.4188163811986233*i + 0.16955039555594387*j + -0.8747755332711101*k]"
1660,"[-0.909805936738529, 0.06564294779786803, -0.3911905836550282], [0.1749425566343556 + 0.418584765676566*i + 0.16956369953167216*j + -0.874888591549154*k]"
1661,"[-0.9100786133399231, 0.06563017765115996, -0.3910179399192142], [0.17491912946907326 + 0.41835581516402964*i + 0.16957008321417147*j + -0.8750015411089062*k]"
1662,"[-0.910355380778743, 0.06562178041522819, -0.39084315149054644], [0.17489347077497386 + 0.41812424411972304*i + 0.16958176159919505*j + -0.8751150875699193*k]"
1663,"[-0.9106332691276607, 0.06561850897872873, -0.3906692750510395], [0.1748644732571409 + 0.41789476445214335*i + 0.16959554474789024*j + -0.8752278177924059*k]"
1664,"[-0.9109108398797477, 0.06560338155116044, -0.39049790055702616], [0.1748426183496742 + 0.417662959090032*i + 0.16959999269353007*j + -0.8753419639724485*k]"
1665,"[-0.9111875904262629, 0.0655991490238998, -0.39032400566797437], [0.17481471773532506 + 0.41743385728263405*i + 0.16961208711380363*j + -0.8754544700680668*k]"
1666,"[-0.9114634930818247, 0.06559032026878048, -0.3901512184350649], [0.17478735440247295 + 0.41720400139161595*i + 0.16961777677034184*j + -0.8755683935406162*k]"
1667,"[-0.9117507293593222, 0.06558071208688716, -0.38998057290511473], [0.17476392324042853 + 0.41696936632911735*i + 0.16962852327029285*j + -0.875682752353755*k]"
1668,"[-0.9120251133673183, 0.06557228621344716, -0.38980754155283237], [0.1747381738978637 + 0.4167410128134137*i + 0.16963822722570268*j + -0.8757947080713671*k]"
1669,"[-0.9123036250548411, 0.06556409621237236, -0.38963353514615007], [0.17470811428898742 + 0.4165078194273964*i + 0.16963846887266248*j + -0.8759115828872001*k]"
1670,"[-0.9125861423726528, 0.06555562416599814, -0.38946183325790995], [0.17468029952913963 + 0.4162748624728216*i + 0.1696435355160312*j + -0.8760268846829216*k]"
1671,"[-0.9128619155134486, 0.06554857047452481, -0.38928776492709033], [0.17465293507875207 + 0.4160450072118516*i + 0.16965212338248276*j + -0.8761398639910654*k]"
1672,"[-0.9131448263977319, 0.06553897060124968, -0.38911684432154214], [0.1746247127119418 + 0.4158117357095723*i + 0.1696535089997166*j + -0.8762559540685289*k]"
1673,"[-0.9134151193808513, 0.06553029443260822, -0.38894028946705195], [0.1745981311280104 + 0.415582426577876*i + 0.16966157784712002*j + -0.8763684660738746*k]"
1674,"[-0.91368556166647, 0.06552361404815632, -0.388762499952577], [0.17457246051787684 + 0.4153532969735213*i + 0.16967579661244517*j + -0.8764794457178631*k]"
1675,"[-0.913962317135157, 0.06550876413963694, -0.38859102656336697], [0.1745488279481359 + 0.41512196917647937*i + 0.16967796118892076*j + -0.8765933189659532*k]"
1676,"[-0.9142330090578634, 0.06550125157549895, -0.3884164315635293], [0.1745210467541746 + 0.41489452592320664*i + 0.16968378046030638*j + -0.8767053959269804*k]"
1677,"[-0.9145087116112044, 0.0654915177246691, -0.3882413934411946], [0.1744964110381643 + 0.4146632093520752*i + 0.1696930343224088*j + -0.8768179397383992*k]"
1678,"[-0.9147879418270558, 0.0654908624368296, -0.3880687102366956], [0.1744626245393767 + 0.41443442864618457*i + 0.16970057126860005*j + -0.8769313616826883*k]"
1679,"[-0.9150605358431263, 0.06548236087198799, -0.38789545536569603], [0.1744358075307815 + 0.41420691121103426*i + 0.16970717284616615*j + -0.877042906157196*k]"
1680,"[-0.9153638307685519, 0.0654846175301243, -0.3877307631019505], [0.17439342157282414 + 0.41396756166756865*i + 0.1696934886532921*j + -0.8771669808581523*k]"
1681,"[-0.9156113218139225, 0.06564664349227592, -0.3875545751412613], [0.17450232977026844 + 0.4136485612327952*i + 0.16961604119941845*j + -0.8773107791784072*k]"
1682,"[-0.9159663675356936, 0.06553246125752289, -0.3873015441816586], [0.17435630287654594 + 0.413534567760717*i + 0.16961362795465587*j + -0.8773940153239242*k]"
1683,"[-0.9161872426697417, 0.06548135748273766, -0.3872399308124186], [0.1742185906519414 + 0.41316574095082387*i + 0.16966810359195003*j + -0.8775845758668046*k]"
1684,"[-0.9164921314619119, 0.06548681905912777, -0.3870800284786932], [0.17416645566253808 + 0.4129277340660687*i + 0.16963819806731922*j + -0.8777127171902457*k]"
1685,"[-0.9167958426776059, 0.06549058963874786, -0.3869175437712167], [0.1741212669798855 + 0.4126905100651165*i + 0.1696235858575059*j + -0.8778360703504697*k]"
1686,"[-0.9171001187350354, 0.06549566345526862, -0.3867608886180258], [0.1740696541331034 + 0.4124564791926384*i + 0.16959694802156414*j + -0.8779614362281326*k]"
1687,"[-0.9174208686144614, 0.06549775634168671, -0.38660528233194663], [0.17402703523923052 + 0.4122135839674561*i + 0.16958285108806292*j + -0.8780866750016154*k]"
1688,"[-0.9177358745474822, 0.0655086982923677, -0.3864466099561236], [0.17397691540850158 + 0.41197475060454625*i + 0.1695717061679572*j + -0.87821083700701*k]"
1689,"[-0.9180580468573094, 0.06551960130002393, -0.3862925371319584], [0.17392378316609675 + 0.4117338261917547*i + 0.16955335967391294*j + -0.8783378804548846*k]"
1690,"[-0.9183715650907947, 0.06553290806428018, -0.3861368651684382], [0.17386450210018356 + 0.4114967177489967*i + 0.16952858754983394*j + -0.8784655054096411*k]"
1691,"[-0.9186874866501042, 0.0655338333822961, -0.38598150437005907], [0.17381787208334235 + 0.41125523264760344*i + 0.1695039232740639*j + -0.8785925682357464*k]"
1692,"[-0.9189973209099407, 0.06554267250554968, -0.3858223100648454], [0.17376415287694355 + 0.4110169481729722*i + 0.16948196556054945*j + -0.8787189259594147*k]"
1693,"[-0.9193170307066646, 0.06555302681225017, -0.3856691292727242], [0.1737096580896543 + 0.41077785137626965*i + 0.16945975187837542*j + -0.8788457794166108*k]"
1694,"[-0.919625910237454, 0.06555947515819778, -0.38551141203606365], [0.17365670613329767 + 0.4105404759744025*i + 0.16943483153359323*j + -0.8789719585201949*k]"
1695,"[-0.9199421758269978, 0.06556541407209829, -0.38535573002947643], [0.17360750736810168 + 0.41030080806047114*i + 0.16941427574866794*j + -0.8790975392201444*k]"
1696,"[-0.9202640091546483, 0.06557305278431469, -0.38520224761880034], [0.17355811125279177 + 0.41006015362663845*i + 0.1693954464471689*j + -0.8792231998469022*k]"
1697,"[-0.9205858212295751, 0.06558161936887534, -0.38504936951173907], [0.1735049544538923 + 0.4098191562226428*i + 0.16937091185012215*j + -0.8793507742601766*k]"
1698,"[-0.92090095591852, 0.06559706517441788, -0.38489299600569854], [0.17344405026134327 + 0.4095808780979528*i + 0.16934455003363083*j + -0.8794788735946747*k]"
1699,"[-0.9212218289443452, 0.06560670285202043, -0.3847384102640734], [0.17339062484949086 + 0.40933971600746843*i + 0.16932236037265178*j + -0.8796059494973087*k]"
1700,"[-0.9215289809043521, 0.06561452884846143, -0.3845766818322682], [0.173337413933826 + 0.40910081580946367*i + 0.16930012834134175*j + -0.8797318511787384*k]"
1701,"[-0.9222355437796267, 0.06581808173714623, -0.3842380911431941], [0.17297585564761953 + 0.4086031559878424*i + 0.16908059999229574*j + -0.8800764540572564*k]"
1702,"[-0.9228699983010547, 0.06604307665415712, -0.3839139903159196], [0.17259662524299166 + 0.40815051784212475*i + 0.16885186072015176*j + -0.8804047983009169*k]"
1703,"[-0.9235427451923104, 0.06625802953815522, -0.3835751746923302], [0.17223696347015494 + 0.40767139059906177*i + 0.16865009676899703*j + -0.8807358347208404*k]"
1704,"[-0.9241855854032502, 0.06642416054613194, -0.38322223756506557], [0.1719460375802691 + 0.4071904480446334*i + 0.16850356758092874*j + -0.8810431583606758*k]"
1705,"[-0.9248488684994923, 0.06665195590563518, -0.382868694374111], [0.1715973269816757 + 0.40671798784546365*i + 0.16835933785585533*j + -0.8813568908747574*k]"
1706,"[-0.925471877020032, 0.0670287970429174, -0.38255128729431476], [0.17136593048409052 + 0.4061378850993385*i + 0.1680822603997653*j + -0.8817222294437539*k]"
1707,"[-0.9262121060132859, 0.06704138333790599, -0.3820882922943512], [0.17096511121465763 + 0.40578000982724244*i + 0.16794460437213707*j + -0.8819910000868769*k]"
1708,"[-0.926982071358636, 0.06746713414637003, -0.3817984261914987], [0.1706837175131136 + 0.40515007595208763*i + 0.1675962040419165*j + -0.8824012675209967*k]"
1709,"[-0.9277882269857306, 0.06770350999394624, -0.38157760019652665], [0.17011124724563828 + 0.40444483804903986*i + 0.1673789375805902*j + -0.8828764510340119*k]"
1710,"[-0.92873247572709, 0.06783910229583721, -0.3811777807349501], [0.16950873920904844 + 0.40405617647807307*i + 0.16706415567573493*j + -0.8832298463424075*k]"
1711,"[-0.9294755750358114, 0.06835945913471464, -0.3808806968258446], [0.16922776200811315 + 0.4034200145980426*i + 0.16676692640682572*j + -0.8836306064438132*k]"
1712,"[-0.9304532335310083, 0.06849533018037524, -0.3805233083410223], [0.16862296099968374 + 0.4030240653530026*i + 0.16636629219253032*j + -0.8840023510105317*k]"
1713,"[-0.9312259332531142, 0.06893230641684134, -0.3802085933715811], [0.16839195035442206 + 0.4023642811719704*i + 0.16608457408833263*j + -0.8843998250467345*k]"
1714,"[-0.932532959414194, 0.06921968277317511, -0.38001863708175254], [0.16765530984024826 + 0.4018928210039034*i + 0.16559653330001872*j + -0.8848455490462221*k]"
1715,"[-0.9333590173805711, 0.06972516394003266, -0.3798835706455189], [0.16721145164459755 + 0.40109290707189565*i + 0.16526035631114247*j + -0.8853551970635493*k]"
1716,"[-0.9344534654366677, 0.0699188783531589, -0.3795255572611352], [0.16654241949921886 + 0.4006817284703174*i + 0.16491500190620748*j + -0.8857317975118996*k]"
1717,"[-0.9354669310023598, 0.07044141771427123, -0.3793459662658225], [0.16620312771261514 + 0.3999485066147111*i + 0.16441388501955287*j + -0.8862199426823929*k]"
1718,"[-0.9362066772558503, 0.0704795855253668, -0.37891793203867197], [0.16575149033748535 + 0.3996221096453427*i + 0.16419017699700422*j + -0.8864932028567396*k]"
1719,"[-0.9372113984035373, 0.07104818580642515, -0.3787559635918067], [0.16533525868385515 + 0.3989301819217889*i + 0.1636824558579437*j + -0.8869763332987546*k]"
1720,"[-0.937999688607141, 0.07107895965312722, -0.37834953291143913], [0.164893226120373 + 0.3985566189790974*i + 0.16340105869598126*j + -0.8872783889313426*k]"
1721,"[-0.9391791594734232, 0.07145643144276112, -0.3783527779165839], [0.1641279763875622 + 0.39777684766834503*i + 0.1630655492622635*j + -0.8878317484015507*k]"
1722,"[-0.9397977424162731, 0.07184632417769507, -0.37804688073796666], [0.16393684324560723 + 0.39719537287210455*i + 0.16279281149100117*j + -0.8881773740208148*k]"
1723,"[-0.9405098669235519, 0.07187692901396181, -0.3776009595926975], [0.16354090149272224 + 0.3968764492953135*i + 0.16265237073014227*j + -0.8884186309559006*k]"
1724,"[-0.9412102359265342, 0.07210255660494061, -0.3772910593594045], [0.1631608683149813 + 0.3963978583156074*i + 0.16235549508834857*j + -0.8887564133035093*k]"
1725,"[-0.9419218925303066, 0.0723004010356231, -0.37695770838005627], [0.16282104315633253 + 0.3959015917426955*i + 0.16211088514753927*j + -0.8890845283086222*k]"
1726,"[-0.942738468983344, 0.07254301352661219, -0.3766602748385906], [0.16241576890149828 + 0.3953750552269598*i + 0.16177200504767003*j + -0.8894546093529845*k]"
1727,"[-0.9435130812147391, 0.07279241668846508, -0.37635345537982534], [0.16201394615082307 + 0.39486416262041263*i + 0.16146320499416675*j + -0.8898108831452504*k]"
1728,"[-0.9442979164947926, 0.07303558869892418, -0.37616606342956116], [0.16148111917418986 + 0.39422236129437066*i + 0.16116377334625537*j + -0.8902464918024325*k]"
1729,"[-0.945273163191809, 0.07324249391150807, -0.375918363406053], [0.16106194595372395 + 0.39364172336337994*i + 0.16070926460774107*j + -0.8906614258304595*k]"
1730,"[-0.9462217033429468, 0.07347753948439835, -0.375639164734881], [0.16064880568985115 + 0.3930639861977096*i + 0.1603288738717171*j + -0.8910596591630766*k]"
1731,"[-0.9471654581217915, 0.07369658132514058, -0.3753993661917211], [0.16021556203750378 + 0.39249960656750543*i + 0.1598577909148725*j + -0.8914709861847312*k]"
1732,"[-0.9484102789470078, 0.074052785902861, -0.375304518694877], [0.15965618069450496 + 0.39189350967212067*i + 0.1592902568252246*j + -0.8919394570953036*k]"
1733,"[-0.949124820707358, 0.07419254325511336, -0.3749768869487048], [0.15935326354291196 + 0.39138064529422906*i + 0.15901323982651927*j + -0.8922681869523144*k]"
1734,"[-0.9498563066722058, 0.07433459588817436, -0.3746530194407875], [0.15904259612033608 + 0.39086293072144046*i + 0.15871971474558652*j + -0.8926027527171478*k]"
1735,"[-0.9505111022488287, 0.07463298002353398, -0.37433541644661805], [0.15890924493224445 + 0.3902523665984988*i + 0.15840608820584778*j + -0.8929493006093101*k]"
1736,"[-0.9513397628511648, 0.07461701386230471, -0.37391004663069943], [0.15853131641519744 + 0.38985378910826685*i + 0.15813969122593977*j + -0.8932377527246348*k]"
1737,"[-0.9520499082769448, 0.07488680050777569, -0.3737212779757063], [0.15826582801314404 + 0.3890660071546394*i + 0.1578165369326732*j + -0.893685353147649*k]"
1738,"[-0.9528695732746626, 0.07490141093915202, -0.3732948614747777], [0.15786142827493668 + 0.38869111783724664*i + 0.15754661414731022*j + -0.8939675881977754*k]"
1739,"[-0.953593470016062, 0.0752135770330061, -0.37298814997150764], [0.15774192079471955 + 0.3880622565200115*i + 0.15718873700407562*j + -0.8943248137268991*k]"
1740,"[-0.954449732338182, 0.07537015834749315, -0.3726804223270176], [0.15743056128871882 + 0.3875161244086874*i + 0.1568394793496681*j + -0.894677734948688*k]"
1741,"[-0.9552027983320899, 0.07546618078996793, -0.37245735212384734], [0.15704506151804498 + 0.3868345556926151*i + 0.15660075003533225*j + -0.8950821639733761*k]"
1742,"[-0.9560731077863142, 0.07550464434800307, -0.37203737079344007], [0.15659486780847934 + 0.3864184690322486*i + 0.15634295950775973*j + -0.8953857789685814*k]"
1743,"[-0.9567305095723367, 0.07585780745877811, -0.37173155307358774], [0.15648885042449953 + 0.38579974493590935*i + 0.1560023847140033*j + -0.8957304574835837*k]"
1744,"[-0.9575462956491307, 0.07585924622776492, -0.3712992652095154], [0.15600597410100628 + 0.38542865878632643*i + 0.15574253400797872*j + -0.8960196136981284*k]"
1745,"[-0.9581814866101455, 0.07620214425691625, -0.37098799396525145], [0.155913354342278 + 0.3848041249541291*i + 0.15542549026593305*j + -0.8963591514184595*k]"
1746,"[-0.9589249345574375, 0.07610700045074417, -0.3706223762195243], [0.15527849350983983 + 0.3843603849911359*i + 0.15524544281782604*j + -0.8966908811776095*k]"
1747,"[-0.959491480520636, 0.07653167427508252, -0.3703118523885059], [0.15522708146384323 + 0.38372732788005165*i + 0.15494941297222298*j + -0.8970220568290481*k]"
1748,"[-0.9602751789602019, 0.07651430379339205, -0.36984874963961845], [0.15472504516119523 + 0.3833886294629392*i + 0.15474562899509745*j + -0.8972887548082316*k]"
1749,"[-0.9608212489458082, 0.07691713462417972, -0.369536381417634], [0.15465480370073098 + 0.38277990591494065*i + 0.15446368038830152*j + -0.8976092728804321*k]"
1750,"[-0.961630668816961, 0.0768750450404001, -0.369069716076606], [0.1541550850642328 + 0.3824358953919057*i + 0.1542449704712418*j + -0.8978794377581859*k]"
1751,"[-0.9619351085663943, 0.0779425412243408, -0.3686948097027779], [0.15365851336851882 + 0.3818733220201846*i + 0.15488136795011911*j + -0.8980944210162676*k]"
